Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
annika.stefan,User,Annika Stefan, deaktiviert,Annika Stefan, , , ,Stefan,Annika,keineMailAddy, 
ant.str,User,Antonia Strauch, Oberstufe - Matur,Antonia Strauch, , , ,Strauch,Antonia,antonia.strauch@mail.xyz, 
anthony.ullmann,User,Ullmann Anthony, Oberstufe extern,Ullmann Anthony, , , ,Ullmann,Anthony,keineMailAddy, 
antje.ulrich,User,Antje Ulrich, Sekundar extern,Antje Ulrich, , , ,Ulrich,Antje,a.ulrich@mail.xyz, 
antje.witt,User,Antje Witt, Sekundar extern,Antje Witt, , , ,Witt,Antje,antje.witt@mail.xyz, 
anton.neubert,User,Anton Neubert, deaktiviert,Anton Neubert, , , ,Neubert,Anton,a.neubert@mail.xyz, 
axe.sta,User,Axel Stadler, Oberstufe - Matur,Axel Stadler, , , ,Stadler,Axel,keineMailAddy, 
axel.mitchell,User,Mitchell Axel, Handelsmatur,Mitchell Axel, , , ,Mitchell,Axel,a.mitchell@mail.xyz, 
bae.wie,User,Baerbel Wieczorek, Oberstufe - Matur,Baerbel Wieczorek, , , ,Wieczorek,Baerbel,b.wieczorek@mail.xyz, 
baerbel.wege,User,Wege Baerbel, Oberstufe extern,Wege Baerbel, , , ,Wege,Baerbel,b.wege@mail.xyz, 
barbara.zinn,User,Barbara Zinn, deaktiviert,Barbara Zinn, , , ,Zinn,Barbara,keineMailAddy, 
ben.weigel,User,Weigel Ben, Handelsmatur,Weigel Ben, , , ,Weigel,Ben,keineMailAddy, 
ben.witte,User,Witte Ben, Oberstufe extern,Witte Ben, , , ,Witte,Ben,ben.witte@mail.xyz, 
ben.zei,User,Bennet Zeiler, Oberstufe - Matur,Bennet Zeiler, , , ,Zeiler,Bennet,bennet.zeiler@mail.xyz, 
benedikt.sommerfeld,User,Benedikt Sommerfeld, Sekundar extern,Benedikt Sommerfeld, , , ,Sommerfeld,Benedikt,benedikt.sommerfeld@mail.xyz, 
benjamin.snyder,User,Snyder Benjamin, Oberstufe extern,Snyder Benjamin, , , ,Snyder,Benjamin,b.snyder@mail.xyz, 
benjamin.wienand,User,Wienand Benjamin, Oberstufe extern,Wienand Benjamin, , , ,Wienand,Benjamin,benjamin.wienand@mail.xyz, 
benjamin.wolter,User,Benjamin Wolter, Sekundar extern,Benjamin Wolter, , , ,Wolter,Benjamin,b.wolter@mail.xyz, 
bennett.sievert,User,Sievert Bennett, Lehrer Handel,Sievert Bennett, , , ,Sievert,Bennett,keineMailAddy, 
bennett.spahn,User,Spahn Bennett, Lehrer Handel,Spahn Bennett, , , ,Spahn,Bennett,keineMailAddy, 
ber.wie,User,Bernt Wieser, Oberstufe - Matur,Bernt Wieser, , , ,Wieser,Bernt,b.wieser@mail.xyz, 
bernd.siegl,User,Siegl Bernd, Lehrer Handel,Siegl Bernd, , , ,Siegl,Bernd,bernd.siegl@mail.xyz, 
bernd.vogl,User,Vogl Bernd, Lehrer Handel,Vogl Bernd, , , ,Vogl,Bernd,b.vogl@mail.xyz, 
berndt.tappe,User,Tappe Berndt, Lehrer Handel,Tappe Berndt, , , ,Tappe,Berndt,berndt.tappe@mail.xyz, 
bernhardt.taube,User,Taube Bernhardt, Handelsmatur,Taube Bernhardt, , , ,Taube,Bernhardt,keineMailAddy, 
bettina.thoma,User,Bettina Thoma, deaktiviert,Bettina Thoma, , , ,Thoma,Bettina,b.thoma@mail.xyz, 
bjarne.sherman,User,Bjarne Sherman, deaktiviert,Bjarne Sherman, , , ,Sherman,Bjarne,keineMailAddy, 
bjarne.sievers,User,Bjarne Sievers, Sekundar extern,Bjarne Sievers, , , ,Sievers,Bjarne,b.sievers@mail.xyz, 
bjoern.weide,User,Weide Bjoern, Oberstufe extern,Weide Bjoern, , , ,Weide,Bjoern,bjoern.weide@mail.xyz, 
brigitte.wolf,User,Brigitte Wolf, Sekundar extern,Brigitte Wolf, , , ,Wolf,Brigitte,b.wolf@mail.xyz, 
caja.mcguire,User,McGuire Caja, Oberstufe extern,McGuire Caja, , , ,McGuire,Caja,c.mcguire@mail.xyz, 
caja.strickland,User,Strickland Caja, Oberstufe extern,Strickland Caja, , , ,Strickland,Caja,caja.strickland@mail.xyz, 
car.sim,User,Carolina Simons, Oberstufe - Matur,Carolina Simons, , , ,Simons,Carolina,carolina.simons@mail.xyz, 
car.sta,User,Carin Starke, Oberstufe - Matur,Carin Starke, , , ,Starke,Carin,c.starke@mail.xyz, 
car.sto,User,Carina Stolz, Oberstufe - Matur,Carina Stolz, , , ,Stolz,Carina,carina.stolz@mail.xyz, 
car.teg,User,Carlotta Tegtmeier, Oberstufe - Matur,Carlotta Tegtmeier, , , ,Tegtmeier,Carlotta,c.tegtmeier@mail.xyz, 
carla.page,User,Page Carla, Handelsmatur,Page Carla, , , ,Page,Carla,keineMailAddy, 
carolin.wahl,User,Wahl Carolin, Handelsmatur,Wahl Carolin, , , ,Wahl,Carolin,carolin.wahl@mail.xyz, 
carolin.wehr,User,Carolin Wehr, Sekundar extern,Carolin Wehr, , , ,Wehr,Carolin,c.wehr@mail.xyz, 
carolin.wiegand,User,Wiegand Carolin, Oberstufe extern,Wiegand Carolin, , , ,Wiegand,Carolin,c.wiegand@mail.xyz, 
carolin.wink,User,Wink Carolin, Oberstufe extern,Wink Carolin, , , ,Wink,Carolin,c.wink@mail.xyz, 
carsten.voss,User,Voss Carsten, Lehrer Handel,Voss Carsten, , , ,Voss,Carsten,carsten.voss@mail.xyz, 
cedric.stahl,User,Stahl Cedric, Oberstufe extern,Stahl Cedric, , , ,Stahl,Cedric,cedric.stahl@mail.xyz, 
cedrik.young,User,Young Cedrik, Oberstufe extern,Young Cedrik, , , ,Young,Cedrik,keineMailAddy, 
celina.spur,User,Celina Spur, Sekundar extern,Celina Spur, , , ,Spur,Celina,c.spur@mail.xyz, 
celine.siewert,User,Celine Siewert, deaktiviert,Celine Siewert, , , ,Siewert,Celine,keineMailAddy, 
chantal.siegel,User,Chantal Siegel, deaktiviert,Chantal Siegel, , , ,Siegel,Chantal,c.siegel@mail.xyz, 
chantall.sims,User,Sims Chantall, Handelsmatur,Sims Chantall, , , ,Sims,Chantall,c.sims@mail.xyz, 
chantall.wienecke,User,Chantall Wienecke, deaktiviert,Chantall Wienecke, , , ,Wienecke,Chantall,chantall.wienecke@mail.xyz, 
chantalle.lohmeier,User,Lohmeier Chantalle, Handelsmatur,Lohmeier Chantalle, , , ,Lohmeier,Chantalle,chantalle.lohmeier@mail.xyz, 
charlotte.wilk,User,Charlotte Wilk, Sekundar extern,Charlotte Wilk, , , ,Wilk,Charlotte,c.wilk@mail.xyz, 
chr.sha,User,Christopher Shaw, Oberstufe - Matur,Christopher Shaw, , , ,Shaw,Christopher,christopher.shaw@mail.xyz, 
chris.kuntz,User,Kuntz Chris, Oberstufe extern,Kuntz Chris, , , ,Kuntz,Chris,keineMailAddy, 
christel.weiß,User,Christel Weiß, deaktiviert,Christel Weiß, , , ,Weiß,Christel,christel.weiss@mail.xyz, 
christiane.tacke,User,Tacke Christiane, Handelsmatur,Tacke Christiane, , , ,Tacke,Christiane,christiane.tacke@mail.xyz, 
christin.wilk,User,Wilk Christin, Handelsmatur,Wilk Christin, , , ,Wilk,Christin,christin.wilk@mail.xyz, 
christine.wise,User,Christine Wise, Sekundar extern,Christine Wise, , , ,Wise,Christine,c.wise@mail.xyz, 
christof.maier,User,Christof Maier, Sekundar extern,Christof Maier, , , ,Maier,Christof,keineMailAddy, 
christof.seiffert,User,Christof Seiffert, Sekundar extern,Christof Seiffert, , , ,Seiffert,Christof,c.seiffert@mail.xyz, 
cla.o'b,User,Claus O'Brien, Oberstufe - Matur,Claus O'Brien, , , ,O'Brien,Claus,keineMailAddy, 
claudia.vaughn,User,Vaughn Claudia, Oberstufe extern,Vaughn Claudia, , , ,Vaughn,Claudia,c.vaughn@mail.xyz, 
cle.ved,User,Clemens Vedes, Oberstufe - Matur,Clemens Vedes, , , ,Vedes,Clemens,c.vedes@mail.xyz, 
col.sut,User,Collin Sutton, Oberstufe - Matur,Collin Sutton, , , ,Sutton,Collin,c.sutton@mail.xyz, 
colin.silva,User,Silva Colin, Oberstufe extern,Silva Colin, , , ,Silva,Colin,colin.silva@mail.xyz, 
collin.tauber,User,Collin Tauber, deaktiviert,Collin Tauber, , , ,Tauber,Collin,collin.tauber@mail.xyz, 
cor.war,User,Cornelia Warnecke, Oberstufe - Matur,Cornelia Warnecke, , , ,Warnecke,Cornelia,cornelia.warnecke@mail.xyz, 
cornelia.siems,User,Siems Cornelia, Oberstufe extern,Siems Cornelia, , , ,Siems,Cornelia,cornelia.siems@mail.xyz, 
cornelia.traut,User,Cornelia Traut, deaktiviert,Cornelia Traut, , , ,Traut,Cornelia,c.traut@mail.xyz, 
dagmar.wolff,User,Dagmar Wolff, deaktiviert,Dagmar Wolff, , , ,Wolff,Dagmar,d.wolff@mail.xyz, 
damian.stokes,User,Stokes Damian, Handelsmatur,Stokes Damian, , , ,Stokes,Damian,damian.stokes@mail.xyz, 
dana.wahl,User,Dana Wahl, Sekundar extern,Dana Wahl, , , ,Wahl,Dana,dana.wahl@mail.xyz, 
danny.wanderer,User,Danny Wanderer, deaktiviert,Danny Wanderer, , , ,Wanderer,Danny,d.wanderer@mail.xyz, 
david.steffen,User,Steffen David, Oberstufe extern,Steffen David, , , ,Steffen,David,david.steffen@mail.xyz, 
detlef.wegener,User,Detlef Wegener, Sekundar extern,Detlef Wegener, , , ,Wegener,Detlef,d.wegener@mail.xyz, 
detlev.selig,User,Detlev Selig, Sekundar extern,Detlev Selig, , , ,Selig,Detlev,detlev.selig@mail.xyz, 
diana.sieger,User,Sieger Diana, Handelsmatur,Sieger Diana, , , ,Sieger,Diana,diana.sieger@mail.xyz, 
diana.ziemann,User,Ziemann Diana, Handelsmatur,Ziemann Diana, , , ,Ziemann,Diana,diana.ziemann@mail.xyz, 
dieter.muth,User,Dieter Muth, Sekundar extern,Dieter Muth, , , ,Muth,Dieter,dieter.muth@mail.xyz, 
dominik.olson,User,Olson Dominik, Handelsmatur,Olson Dominik, , , ,Olson,Dominik,d.olson@mail.xyz, 
dominik.wells,User,Dominik Wells, Sekundar extern,Dominik Wells, , , ,Wells,Dominik,d.wells@mail.xyz, 
doris.neugebauer,User,Neugebauer Doris, Oberstufe extern,Neugebauer Doris, , , ,Neugebauer,Doris,d.neugebauer@mail.xyz, 
dustin.weaver,User,Dustin Weaver, Sekundar extern,Dustin Weaver, , , ,Weaver,Dustin,keineMailAddy, 
dustin.white,User,Dustin White, Sekundar extern,Dustin White, , , ,White,Dustin,d.white@mail.xyz, 
eileen.taubert,User,Eileen Taubert, deaktiviert,Eileen Taubert, , , ,Taubert,Eileen,eileen.taubert@mail.xyz, 
elfriede.stahl,User,Elfriede Stahl, deaktiviert,Elfriede Stahl, , , ,Stahl,Elfriede,e.stahl@mail.xyz, 
elias.warneke,User,Elias Warneke, Sekundar extern,Elias Warneke, , , ,Warneke,Elias,e.warneke@mail.xyz, 
elias.young,User,Young Elias, Handelsmatur,Young Elias, , , ,Young,Elias,e.young@mail.xyz, 
ella.seidel,User,Seidel Ella, Handelsmatur,Seidel Ella, , , ,Seidel,Ella,ella.seidel@mail.xyz, 
emelie.warnke,User,Warnke Emelie, Handelsmatur,Warnke Emelie, , , ,Warnke,Emelie,keineMailAddy, 
emilie.winter,User,Emilie Winter, deaktiviert,Emilie Winter, , , ,Winter,Emilie,keineMailAddy, 
enn.wag,User,Enno Wagner, Oberstufe - Matur,Enno Wagner, , , ,Wagner,Enno,e.wagner@mail.xyz, 
enno.trapp,User,Enno Trapp, Sekundar extern,Enno Trapp, , , ,Trapp,Enno,keineMailAddy, 
enrico.meyer,User,Meyer Enrico, Handelsmatur,Meyer Enrico, , , ,Meyer,Enrico,enrico.meyer@mail.xyz, 
eri.sim,User,Erica Simons, Oberstufe - Matur,Erica Simons, , , ,Simons,Erica,e.simons@mail.xyz, 
eric.traut,User,Eric Traut, deaktiviert,Eric Traut, , , ,Traut,Eric,e.traut@mail.xyz, 
eric.volz,User,Volz Eric, Lehrer Handel,Volz Eric, , , ,Volz,Eric,eric.volz@mail.xyz, 
eric.wienecke,User,Wienecke Eric, Oberstufe extern,Wienecke Eric, , , ,Wienecke,Eric,keineMailAddy, 
erich.swanson,User,Erich Swanson, deaktiviert,Erich Swanson, , , ,Swanson,Erich,e.swanson@mail.xyz, 
erich.wulf,User,Erich Wulf, Sekundar extern,Erich Wulf, , , ,Wulf,Erich,erich.wulf@mail.xyz, 
erika.wilhelm,User,Wilhelm Erika, Handelsmatur,Wilhelm Erika, , , ,Wilhelm,Erika,erika.wilhelm@mail.xyz, 
ernst.sonnenberg,User,Sonnenberg Ernst, Handelsmatur,Sonnenberg Ernst, , , ,Sonnenberg,Ernst,keineMailAddy, 
eva.shelton,User,Shelton Eva, Oberstufe extern,Shelton Eva, , , ,Shelton,Eva,e.shelton@mail.xyz, 
fabienne.sharp,User,Fabienne Sharp, Sekundar extern,Fabienne Sharp, , , ,Sharp,Fabienne,f.sharp@mail.xyz, 
fabio.lechner,User,Lechner Fabio, Oberstufe extern,Lechner Fabio, , , ,Lechner,Fabio,keineMailAddy, 
fabio.semmler,User,Semmler Fabio, Oberstufe extern,Semmler Fabio, , , ,Semmler,Fabio,fabio.semmler@mail.xyz, 
fabio.zimmerman,User,Fabio Zimmerman, deaktiviert,Fabio Zimmerman, , , ,Zimmerman,Fabio,keineMailAddy, 
falk.mertens,User,Mertens Falk, Handelsmatur,Mertens Falk, , , ,Mertens,Falk,falk.mertens@mail.xyz, 
felicitas.spiess,User,F. S., Verwaltung,F. S., , , ,Spiess,Felicitas,keineMailAddy, 
felicitas.wahl,User,Wahl Felicitas, Handelsmatur,Wahl Felicitas, , , ,Wahl,Felicitas,keineMailAddy, 
fenja.stahl,User,Stahl Fenja, Oberstufe extern,Stahl Fenja, , , ,Stahl,Fenja,fenja.stahl@mail.xyz, 
fer.sei,User,Ferdinand Seidl, Oberstufe - Matur,Ferdinand Seidl, , , ,Seidl,Ferdinand,f.seidl@mail.xyz, 
finnja.triebel,User,Finnja Triebel, deaktiviert,Finnja Triebel, , , ,Triebel,Finnja,finnja.triebel@mail.xyz, 
fiona.sievert,User,Fiona Sievert, deaktiviert,Fiona Sievert, , , ,Sievert,Fiona,f.sievert@mail.xyz, 
fiona.zeiler,User,Fiona Zeiler, deaktiviert,Fiona Zeiler, , , ,Zeiler,Fiona,keineMailAddy, 
franziska.sherman,User,Sherman Franziska, Handelsmatur,Sherman Franziska, , , ,Sherman,Franziska,f.sherman@mail.xyz, 
franziska.troeger,User,Franziska Troeger, deaktiviert,Franziska Troeger, , , ,Troeger,Franziska,keineMailAddy, 
fre.weh,User,Frederic Wehrmann, Oberstufe - Matur,Frederic Wehrmann, , , ,Wehrmann,Frederic,keineMailAddy, 
frederic.vogt,User,Frederic Vogt, Sekundar extern,Frederic Vogt, , , ,Vogt,Frederic,f.vogt@mail.xyz, 
fri.wal,User,Friederike Wald, Oberstufe - Matur,Friederike Wald, , , ,Wald,Friederike,keineMailAddy, 
fri.wie,User,Fritz Wienecke, Oberstufe - Matur,Fritz Wienecke, , , ,Wienecke,Fritz,f.wienecke@mail.xyz, 
fri.wil,User,Fritz Wille, Oberstufe - Matur,Fritz Wille, , , ,Wille,Fritz,f.wille@mail.xyz, 
friedrich.mahnke,User,Friedrich Mahnke, Sekundar extern,Friedrich Mahnke, , , ,Mahnke,Friedrich,keineMailAddy, 
fritz.nitschke,User,Fritz Nitschke, Sekundar extern,Fritz Nitschke, , , ,Nitschke,Fritz,fritz.nitschke@mail.xyz, 
fritz.selzer,User,Selzer Fritz, Handelsmatur,Selzer Fritz, , , ,Selzer,Fritz,fritz.selzer@mail.xyz, 
fyn.wil,User,Fynn Wilk, Oberstufe - Matur,Fynn Wilk, , , ,Wilk,Fynn,f.wilk@mail.xyz, 
gabriel.zellner,User,Zellner Gabriel, Oberstufe extern,Zellner Gabriel, , , ,Zellner,Gabriel,gabriel.zellner@mail.xyz, 
gabriele.vaupel,User,Vaupel Gabriele, Oberstufe extern,Vaupel Gabriele, , , ,Vaupel,Gabriele,gabriele.vaupel@mail.xyz, 
gabriele.willis,User,Gabriele Willis, deaktiviert,Gabriele Willis, , , ,Willis,Gabriele,g.willis@mail.xyz, 
geo.wit,User,Georg Wittig, Oberstufe - Matur,Georg Wittig, , , ,Wittig,Georg,keineMailAddy, 
ger.mol,User,Gerd Moll, Oberstufe - Matur,Gerd Moll, , , ,Moll,Gerd,gerd.moll@mail.xyz, 
gerda.wehr,User,Wehr Gerda, Oberstufe extern,Wehr Gerda, , , ,Wehr,Gerda,gerda.wehr@mail.xyz, 
gertrud.kuntz,User,Gertrud Kuntz, deaktiviert,Gertrud Kuntz, , , ,Kuntz,Gertrud,g.kuntz@mail.xyz, 
gertrud.siemer,User,Gertrud Siemer, deaktiviert,Gertrud Siemer, , , ,Siemer,Gertrud,gertrud.siemer@mail.xyz, 
gertrud.summers,User,Summers Gertrud, Handelsmatur,Summers Gertrud, , , ,Summers,Gertrud,gertrud.summers@mail.xyz, 
gue.wei,User,Guenter Weinmann, Oberstufe - Matur,Guenter Weinmann, , , ,Weinmann,Guenter,g.weinmann@mail.xyz, 
han.thi,User,Hannelore Thieme, Oberstufe - Matur,Hannelore Thieme, , , ,Thieme,Hannelore,h.thieme@mail.xyz, 
hanna.wirtz,User,Wirtz Hanna, Handelsmatur,Wirtz Hanna, , , ,Wirtz,Hanna,keineMailAddy, 
hannelore.toelle,User,Toelle Hannelore, Handelsmatur,Toelle Hannelore, , , ,Toelle,Hannelore,h.toelle@mail.xyz, 
harald.zellner,User,Harald Zellner, Sekundar extern,Harald Zellner, , , ,Zellner,Harald,keineMailAddy, 
hei.wil,User,Heiko Wilke, Oberstufe - Matur,Heiko Wilke, , , ,Wilke,Heiko,heiko.wilke@mail.xyz, 
heinz.warnke,User,Heinz Warnke, Sekundar extern,Heinz Warnke, , , ,Warnke,Heinz,heinz.warnke@mail.xyz, 
hel.sta,User,Helga Stadler, Oberstufe - Matur,Helga Stadler, , , ,Stadler,Helga,h.stadler@mail.xyz, 
helene.sonnenberg,User,Sonnenberg Helene, Oberstufe extern,Sonnenberg Helene, , , ,Sonnenberg,Helene,h.sonnenberg@mail.xyz, 
helene.steinbach,User,Steinbach Helene, Handelsmatur,Steinbach Helene, , , ,Steinbach,Helene,h.steinbach@mail.xyz, 
helene.sturm,User,Helene Sturm, Sekundar extern,Helene Sturm, , , ,Sturm,Helene,helene.sturm@mail.xyz, 
helmut.lukas,User,Helmut Lukas, Sekundar extern,Helmut Lukas, , , ,Lukas,Helmut,h.lukas@mail.xyz, 
helmuth.teichert,User,Teichert Helmuth, Handelsmatur,Teichert Helmuth, , , ,Teichert,Helmuth,helmuth.teichert@mail.xyz, 
hen.web,User,Hendrik Webb, Oberstufe - Matur,Hendrik Webb, , , ,Webb,Hendrik,hendrik.webb@mail.xyz, 
henry.unger,User,Henry Unger, deaktiviert,Henry Unger, , , ,Unger,Henry,henry.unger@mail.xyz, 
her.val,User,Hermann Valdez, Oberstufe - Matur,Hermann Valdez, , , ,Valdez,Hermann,keineMailAddy, 
herbert.kueppers,User,Herbert Kueppers, deaktiviert,Herbert Kueppers, , , ,Kueppers,Herbert,keineMailAddy, 
hermann.seibert,User,Seibert Hermann, Oberstufe extern,Seibert Hermann, , , ,Seibert,Hermann,h.seibert@mail.xyz, 
herta.wolfe,User,Herta Wolfe, deaktiviert,Herta Wolfe, , , ,Wolfe,Herta,herta.wolfe@mail.xyz, 
hertha.steinke,User,Hertha Steinke, deaktiviert,Hertha Steinke, , , ,Steinke,Hertha,h.steinke@mail.xyz, 
hildegard.taubert,User,Hildegard Taubert, Sekundar extern,Hildegard Taubert, , , ,Taubert,Hildegard,h.taubert@mail.xyz, 
hor.lan,User,Horst Landmann, Oberstufe - Matur,Horst Landmann, , , ,Landmann,Horst,keineMailAddy, 
hor.mer,User,Horst Merk, Oberstufe - Matur,Horst Merk, , , ,Merk,Horst,horst.merk@mail.xyz, 
ian.sonne,User,Ian Sonne, deaktiviert,Ian Sonne, , , ,Sonne,Ian,i.sonne@mail.xyz, 
ida.noetzel,User,Ida Noetzel, deaktiviert,Ida Noetzel, , , ,Noetzel,Ida,i.noetzel@mail.xyz, 
ina.simmons,User,Simmons Ina, Oberstufe extern,Simmons Ina, , , ,Simmons,Ina,ina.simmons@mail.xyz, 
ing.sie,User,Inga Sieg, Oberstufe - Matur,Inga Sieg, , , ,Sieg,Inga,inga.sieg@mail.xyz, 
inge.sturm,User,Sturm Inge, Oberstufe extern,Sturm Inge, , , ,Sturm,Inge,inge.sturm@mail.xyz, 
inge.teuber,User,Teuber Inge, Handelsmatur,Teuber Inge, , , ,Teuber,Inge,inge.teuber@mail.xyz, 
ingo.temme,User,Ingo Temme, deaktiviert,Ingo Temme, , , ,Temme,Ingo,i.temme@mail.xyz, 
isabell.steele,User,Isabell Steele, Sekundar extern,Isabell Steele, , , ,Steele,Isabell,keineMailAddy, 
jacqueline.senioren,User,Senioren Jacqueline, Oberstufe extern,Senioren Jacqueline, , , ,Senioren,Jacqueline,jacqueline.senioren@mail.xyz, 
jacqueline.steinke,User,Jacqueline Steinke, Sekundar extern,Jacqueline Steinke, , , ,Steinke,Jacqueline,keineMailAddy, 
jakob.zeiler,User,Zeiler Jakob, Oberstufe extern,Zeiler Jakob, , , ,Zeiler,Jakob,j.zeiler@mail.xyz, 
jamie.siebert,User,Siebert Jamie, Handelsmatur,Siebert Jamie, , , ,Siebert,Jamie,keineMailAddy, 
jan.wes,User,Janik Wessel, Oberstufe - Matur,Janik Wessel, , , ,Wessel,Janik,j.wessel@mail.xyz, 
jana.zimmerer,User,Jana Zimmerer, Sekundar extern,Jana Zimmerer, , , ,Zimmerer,Jana,j.zimmerer@mail.xyz, 
janik.neuhaus,User,Janik Neuhaus, Sekundar extern,Janik Neuhaus, , , ,Neuhaus,Janik,janik.neuhaus@mail.xyz, 
janina.widmann,User,Janina Widmann, deaktiviert,Janina Widmann, , , ,Widmann,Janina,janina.widmann@mail.xyz, 
janis.markert,User,Markert Janis, Oberstufe extern,Markert Janis, , , ,Markert,Janis,janis.markert@mail.xyz, 
janis.wilk,User,Wilk Janis, Oberstufe extern,Wilk Janis, , , ,Wilk,Janis,j.wilk@mail.xyz, 
jannick.mueck,User,Mueck Jannick, Oberstufe extern,Mueck Jannick, , , ,Mueck,Jannick,jannick.mueck@mail.xyz, 
jannick.seite,User,Jannick Seite, deaktiviert,Jannick Seite, , , ,Seite,Jannick,j.seite@mail.xyz, 
jannik.munk,User,Jannik Munk, Sekundar extern,Jannik Munk, , , ,Munk,Jannik,j.munk@mail.xyz, 
jaq.yil,User,Jaqueline Yildirim, Oberstufe - Matur,Jaqueline Yildirim, , , ,Yildirim,Jaqueline,keineMailAddy, 
jaqueline.nagel,User,Nagel Jaqueline, Oberstufe extern,Nagel Jaqueline, , , ,Nagel,Jaqueline,j.nagel@mail.xyz, 
jasper.watson,User,Jasper Watson, Sekundar extern,Jasper Watson, , , ,Watson,Jasper,jasper.watson@mail.xyz, 
jennifer.uhlemann,User,Uhlemann Jennifer, Lehrer Handel,Uhlemann Jennifer, , , ,Uhlemann,Jennifer,j.uhlemann@mail.xyz, 
jens.sigmund,User,Sigmund Jens, Handelsmatur,Sigmund Jens, , , ,Sigmund,Jens,keineMailAddy, 
jeremy.steinke,User,Jeremy Steinke, deaktiviert,Jeremy Steinke, , , ,Steinke,Jeremy,jeremy.steinke@mail.xyz, 
jeremy.steinker,User,Steinker Jeremy, Oberstufe extern,Steinker Jeremy, , , ,Steinker,Jeremy,jeremy.steinke@mail.xyz, 
jeremy.wilhelmi,User,Wilhelmi Jeremy, Oberstufe extern,Wilhelmi Jeremy, , , ,Wilhelmi,Jeremy,j.wilhelmi@mail.xyz, 
jes.zor,User,Jesse Zorn, Oberstufe - Matur,Jesse Zorn, , , ,Zorn,Jesse,jesse.zorn@mail.xyz, 
jesse.toennies,User,Jesse Toennies, Sekundar extern,Jesse Toennies, , , ,Toennies,Jesse,keineMailAddy, 
jessica.lawson,User,Lawson Jessica, Oberstufe extern,Lawson Jessica, , , ,Lawson,Jessica,jessica.lawson@mail.xyz, 
jessika.weigel,User,Weigel Jessika, Lehrer Handel,Weigel Jessika, , , ,Weigel,Jessika,jessika.weigel@mail.xyz, 
jette.wetzel,User,Jette Wetzel, deaktiviert,Jette Wetzel, , , ,Wetzel,Jette,keineMailAddy, 
jil.nichols,User,Jil Nichols, deaktiviert,Jil Nichols, , , ,Nichols,Jil,keineMailAddy, 
joana.labyrinth,User,Joana Labyrinth, deaktiviert,Joana Labyrinth, , , ,Labyrinth,Joana,joana.labyrinth@mail.xyz, 
joana.neugebauer,User,Joana Neugebauer, deaktiviert,Joana Neugebauer, , , ,Neugebauer,Joana,keineMailAddy, 
joana.wirth,User,Joana Wirth, Sekundar extern,Joana Wirth, , , ,Wirth,Joana,joana.wirth@mail.xyz, 
joe.spe,User,Joerg Sperling, Oberstufe - Matur,Joerg Sperling, , , ,Sperling,Joerg,j.sperling@mail.xyz, 
