Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
enrico.hackbarth,User,Enrico Hackbarth, Sekundar extern,Enrico Hackbarth, , , ,Hackbarth,Enrico,e.hackbarth@mail.xyz, 
eri.hal,User,Erich Haller, Oberstufe - Matur,Erich Haller, , , ,Haller,Erich,erich.haller@mail.xyz, 
eri.har,User,Erika Hartwig, Oberstufe - Matur,Erika Hartwig, , , ,Hartwig,Erika,e.hartwig@mail.xyz, 
fab.hay,User,Fabio Haynes, Oberstufe - Matur,Fabio Haynes, , , ,Haynes,Fabio,keineMailAddy, 
fabian.fendt,User,Fabian Fendt, Sekundar,Fabian Fendt, , , ,Fendt,Fabian,fabian.fendt@mail.xyz, 
fabian.gomez,User,Fabian Gomez, Sekundar,Fabian Gomez, , , ,Gomez,Fabian,fabian.gomez@mail.xyz, 
fabienne.gerber,User,Fabienne Gerber, Sekundar,Fabienne Gerber, , , ,Gerber,Fabienne,keineMailAddy, 
fel.gue,User,Felix Guenter, Oberstufe - Matur,Felix Guenter, , , ,Guenter,Felix,keineMailAddy, 
felicitas.froehlich,User,Felicitas Froehlich, Sekundar,Felicitas Froehlich, , , ,Froehlich,Felicitas,f.froehlich@mail.xyz, 
filip.falkenberg,User,Filip Falkenberg, Sekundar,Filip Falkenberg, , , ,Falkenberg,Filip,filip.falkenberg@mail.xyz, 
finja.engelhardt,User,Finja Engelhardt, Sekundar,Finja Engelhardt, , , ,Engelhardt,Finja,keineMailAddy, 
finn.freie,User,Finn Freie, Sekundar,Finn Freie, , , ,Freie,Finn,finn.freie@mail.xyz, 
finnja.gomez,User,Finnja Gomez, Sekundar,Finnja Gomez, , , ,Gomez,Finnja,f.gomez@mail.xyz, 
finnja.guerrero,User,Finnja Guerrero, Sekundar,Finnja Guerrero, , , ,Guerrero,Finnja,keineMailAddy, 
florian.ehlers,User,Florian Ehlers, Sekundar,Florian Ehlers, , , ,Ehlers,Florian,florian.ehlers@mail.xyz, 
franz.gebhardt,User,Franz Gebhardt, Sekundar,Franz Gebhardt, , , ,Gebhardt,Franz,franz.gebhardt@mail.xyz, 
frederic.funk,User,Frederic Funk, Sekundar,Frederic Funk, , , ,Funk,Frederic,f.funk@mail.xyz, 
frederic.haller,User,Frederic Haller, Sekundar extern,Frederic Haller, , , ,Haller,Frederic,f.haller@mail.xyz, 
frederik.germann,User,Frederik Germann, Sekundar,Frederik Germann, , , ,Germann,Frederik,f.germann@mail.xyz, 
frieda.ebel,User,Frieda Ebel, Sekundar,Frieda Ebel, , , ,Ebel,Frieda,keineMailAddy, 
frieda.haarmann,User,Haarmann Frieda, Oberstufe extern,Haarmann Frieda, , , ,Haarmann,Frieda,frieda.haarmann@mail.xyz, 
fritz.eckerstein,User,Fritz Eckerstein, Sekundar,Fritz Eckerstein, , , ,Eckerstein,Fritz,f.eckstein@mail.xyz, 
fritz.eckstein,User,Fritz Eckstein, Sekundar,Fritz Eckstein, , , ,Eckstein,Fritz,keineMailAddy, 
fynn.franz,User,Fynn Franz, Sekundar,Fynn Franz, , , ,Franz,Fynn,fynn.franz@mail.xyz, 
fynn.gilbert,User,Fynn Gilbert, Sekundar,Fynn Gilbert, , , ,Gilbert,Fynn,fynn.gilbert@mail.xyz, 
gerd.gray,User,Gerd Gray, Sekundar,Gerd Gray, , , ,Gray,Gerd,keineMailAddy, 
gerhard.gonzalez,User,Gerhard Gonzalez, Sekundar,Gerhard Gonzalez, , , ,Gonzalez,Gerhard,keineMailAddy, 
gisela.diehl,User,Gisela Diehl, Sekundar,Gisela Diehl, , , ,Diehl,Gisela,g.diehl@mail.xyz, 
gudrun.guerrero,User,Gudrun Guerrero, Sekundar,Gudrun Guerrero, , , ,Guerrero,Gudrun,g.guerrero@mail.xyz, 
guenter.eden,User,Guenter Eden, Sekundar,Guenter Eden, , , ,Eden,Guenter,keineMailAddy, 
hanna.eder,User,Hanna Eder, Sekundar,Hanna Eder, , , ,Eder,Hanna,hanna.eder@mail.xyz, 
hannah.eckart,User,Hannah Eckart, Sekundar,Hannah Eckart, , , ,Eckart,Hannah,h.eckart@mail.xyz, 
hannah.foster,User,Hannah Foster, Sekundar,Hannah Foster, , , ,Foster,Hannah,hannah.foster@mail.xyz, 
hannah.garbe,User,Hannah Garbe, Sekundar,Hannah Garbe, , , ,Garbe,Hannah,keineMailAddy, 
hans.fechner,User,Hans Fechner, Sekundar,Hans Fechner, , , ,Fechner,Hans,hans.fechner@mail.xyz, 
harald.grosse,User,Harald Grosse, Sekundar,Harald Grosse, , , ,Grosse,Harald,h.grosse@mail.xyz, 
hartmut.falk,User,Hartmut Falk, Sekundar,Hartmut Falk, , , ,Falk,Hartmut,hartmut.falk@mail.xyz, 
heinrich.fehrenbach,User,Heinrich Fehrenbach, Sekundar,Heinrich Fehrenbach, , , ,Fehrenbach,Heinrich,heinrich.fehrenbach@mail.xyz, 
helene.engel,User,Helene Engel, Sekundar,Helene Engel, , , ,Engel,Helene,helene.engel@mail.xyz, 
helga.duerr,User,Helga Duerr, Sekundar,Helga Duerr, , , ,Duerr,Helga,h.duerr@mail.xyz, 
helmut.feller,User,Helmut Feller, Sekundar,Helmut Feller, , , ,Feller,Helmut,helmut.feller@mail.xyz, 
helmuth.feldhaus,User,Helmuth Feldhaus, Sekundar,Helmuth Feldhaus, , , ,Feldhaus,Helmuth,keineMailAddy, 
helmuth.hardt,User,Hardt Helmuth, Oberstufe extern,Hardt Helmuth, , , ,Hardt,Helmuth,h.hardt@mail.xyz, 
henriette.george,User,Henriette George, Sekundar,Henriette George, , , ,George,Henriette,h.george@mail.xyz, 
henry.ernst,User,Henry Ernst, Sekundar,Henry Ernst, , , ,Ernst,Henry,keineMailAddy, 
henry.fey,User,Henry Fey, Sekundar,Henry Fey, , , ,Fey,Henry,h.fey@mail.xyz, 
henry.fuerst,User,Henry Fuerst, Sekundar,Henry Fuerst, , , ,Fuerst,Henry,keineMailAddy, 
her.hab,User,Hertha Habermann, Oberstufe - Matur,Hertha Habermann, , , ,Habermann,Hertha,h.habermann@mail.xyz, 
hildegard.gabriel,User,Hildegard Gabriel, Sekundar,Hildegard Gabriel, , , ,Gabriel,Hildegard,h.gabriel@mail.xyz, 
holger.ecker,User,Holger Ecker, Sekundar,Holger Ecker, , , ,Ecker,Holger,holger.ecker@mail.xyz, 
holger.hager,User,Holger Hager, deaktiviert,Holger Hager, , , ,Hager,Holger,keineMailAddy, 
hor.haa,User,Horst Haase, Oberstufe - Matur,Horst Haase, , , ,Haase,Horst,horst.haase@mail.xyz, 
horst.fisher,User,Horst Fisher, Sekundar,Horst Fisher, , , ,Fisher,Horst,h.fisher@mail.xyz, 
horst.frank,User,Horst Frank, Sekundar,Horst Frank, , , ,Frank,Horst,horst.frank@mail.xyz, 
ida.ganter,User,Ida Ganter, Sekundar,Ida Ganter, , , ,Ganter,Ida,i.ganter@mail.xyz, 
ida.griffith,User,Ida Griffith, Sekundar,Ida Griffith, , , ,Griffith,Ida,i.griffith@mail.xyz, 
ilse.ford,User,Ilse Ford, Sekundar,Ilse Ford, , , ,Ford,Ilse,i.ford@mail.xyz, 
inge.fenner,User,Inge Fenner, Sekundar,Inge Fenner, , , ,Fenner,Inge,inge.fenner@mail.xyz, 
ingo.gerdes,User,Ingo Gerdes, Sekundar,Ingo Gerdes, , , ,Gerdes,Ingo,ingo.gerdes@mail.xyz, 
irmgard.fahl,User,Irmgard Fahl, Sekundar,Irmgard Fahl, , , ,Fahl,Irmgard,irmgard.fahl@mail.xyz, 
irmgart.dieckmann,User,Irmgart Dieckmann, Sekundar,Irmgart Dieckmann, , , ,Dieckmann,Irmgart,i.dieckmann@mail.xyz, 
irmgart.falkenberg,User,Irmgart Falkenberg, Sekundar,Irmgart Falkenberg, , , ,Falkenberg,Irmgart,i.falkenberg@mail.xyz, 
isabel.fenner,User,Isabel Fenner, Sekundar,Isabel Fenner, , , ,Fenner,Isabel,i.fenner@mail.xyz, 
isabel.giese,User,Isabel Giese, Sekundar,Isabel Giese, , , ,Giese,Isabel,isabel.giese@mail.xyz, 
isabella.graves,User,Isabella Graves, Sekundar,Isabella Graves, , , ,Graves,Isabella,isabella.graves@mail.xyz, 
isabelle.haberland,User,Isabelle Haberland, Sekundar extern,Isabelle Haberland, , , ,Haberland,Isabelle,isabelle.haberland@mail.xyz, 
jacob.faust,User,Jacob Faust, Sekundar,Jacob Faust, , , ,Faust,Jacob,j.faust@mail.xyz, 
jacqueline.gehrke,User,Jacqueline Gehrke, Sekundar,Jacqueline Gehrke, , , ,Gehrke,Jacqueline,keineMailAddy, 
jakob.eberspaecher,User,Jakob Eberspaecher, Sekundar,Jakob Eberspaecher, , , ,Eberspaecher,Jakob,j.eberspaecher@mail.xyz, 
jamie.eckart,User,Jamie Eckart, Sekundar,Jamie Eckart, , , ,Eckart,Jamie,jamie.eckart@mail.xyz, 
jamie.egner,User,Jamie Egner, Sekundar,Jamie Egner, , , ,Egner,Jamie,jamie.egner@mail.xyz, 
jan.grosse,User,Jan Grosse, Sekundar,Jan Grosse, , , ,Grosse,Jan,jan.grosse@mail.xyz, 
jan.guerrero,User,Jan Guerrero, Sekundar,Jan Guerrero, , , ,Guerrero,Jan,j.guerrero@mail.xyz, 
jana.falter,User,Jana Falter, Sekundar,Jana Falter, , , ,Falter,Jana,keineMailAddy, 
jana.grossmann,User,Jana Grossmann, Sekundar,Jana Grossmann, , , ,Grossmann,Jana,j.grossmann@mail.xyz, 
janine.esser,User,Janine Esser, Sekundar,Janine Esser, , , ,Esser,Janine,j.esser@mail.xyz, 
janine.gibson,User,Janine Gibson, Sekundar,Janine Gibson, , , ,Gibson,Janine,keineMailAddy, 
jannes.engelhardt,User,Jannes Engelhardt, Sekundar,Jannes Engelhardt, , , ,Engelhardt,Jannes,keineMailAddy, 
jannis.glocke,User,Jannis Glocke, Sekundar,Jannis Glocke, , , ,Glocke,Jannis,jannis.glocke@mail.xyz, 
jaqueline.fassbender,User,Jaqueline Fassbender, Sekundar,Jaqueline Fassbender, , , ,Fassbender,Jaqueline,j.fassbender@mail.xyz, 
jasmin.gesund,User,Jasmin Gesund, Sekundar,Jasmin Gesund, , , ,Gesund,Jasmin,jasmin.gesund@mail.xyz, 
jason.gessler,User,Jason Gessler, Sekundar,Jason Gessler, , , ,Gessler,Jason,j.gessler@mail.xyz, 
jasper.ehlert,User,Jasper Ehlert, Sekundar,Jasper Ehlert, , , ,Ehlert,Jasper,j.ehlert@mail.xyz, 
jennifer.flores,User,Jennifer Flores, Sekundar,Jennifer Flores, , , ,Flores,Jennifer,j.flores@mail.xyz, 
jenny.hartwig,User,Jenny Hartwig, Sekundar extern,Jenny Hartwig, , , ,Hartwig,Jenny,j.hartwig@mail.xyz, 
jens.girard,User,Jens Girard, Sekundar,Jens Girard, , , ,Girard,Jens,j.girard@mail.xyz, 
jens.hafner,User,Jens Hafner, deaktiviert,Jens Hafner, , , ,Hafner,Jens,j.hafner@mail.xyz, 
jessica.gottwald,User,Jessica Gottwald, Sekundar,Jessica Gottwald, , , ,Gottwald,Jessica,keineMailAddy, 
jette.funk,User,Jette Funk, Sekundar,Jette Funk, , , ,Funk,Jette,j.funk@mail.xyz, 
jette.hammond,User,Jette Hammond, Sekundar extern,Jette Hammond, , , ,Hammond,Jette,jette.hammond@mail.xyz, 
jil.gerling,User,Jil Gerling, Sekundar,Jil Gerling, , , ,Gerling,Jil,j.gerling@mail.xyz, 
joachim.fleischer,User,Joachim Fleischer, Sekundar,Joachim Fleischer, , , ,Fleischer,Joachim,keineMailAddy, 
joana.drechsler,User,Joana Drechsler, Sekundar,Joana Drechsler, , , ,Drechsler,Joana,joana.drechsler@mail.xyz, 
joel.gebauer,User,Joel Gebauer, Sekundar,Joel Gebauer, , , ,Gebauer,Joel,joel.gebauer@mail.xyz, 
joern.erickson,User,Joern Erickson, Sekundar,Joern Erickson, , , ,Erickson,Joern,j.erickson@mail.xyz, 
joern.gehrig,User,Joern Gehrig, Sekundar,Joern Gehrig, , , ,Gehrig,Joern,joern.gehrig@mail.xyz, 
johann.geis,User,Johann Geis, Sekundar,Johann Geis, , , ,Geis,Johann,johann.geis@mail.xyz, 
johann.greene,User,Johann Greene, Sekundar,Johann Greene, , , ,Greene,Johann,johann.greene@mail.xyz, 
john.hafner,User,John Hafner, deaktiviert,John Hafner, , , ,Hafner,John,john.hafner@mail.xyz, 
jol.han,User,Jolina Hansen, Oberstufe - Matur,Jolina Hansen, , , ,Hansen,Jolina,j.hansen@mail.xyz, 
jol.hanso,User,Jolina Hansons, Oberstufe - Matur,Jolina Hansons, , , ,Hansons,Jolina,keineMailAddy, 
jonah.gibson,User,Jonah Gibson, Sekundar,Jonah Gibson, , , ,Gibson,Jonah,jonah.gibson@mail.xyz, 
jonah.guzman,User,Jonah Guzman, deaktiviert,Jonah Guzman, , , ,Guzman,Jonah,jonah.guzman@mail.xyz, 
jonas.fricke,User,Jonas Fricke, Sekundar,Jonas Fricke, , , ,Fricke,Jonas,keineMailAddy, 
joy.feiler,User,Joy Feiler, Sekundar,Joy Feiler, , , ,Feiler,Joy,j.feiler@mail.xyz, 
judith.fauser,User,Judith Fauser, Sekundar,Judith Fauser, , , ,Fauser,Judith,j.fauser@mail.xyz, 
judith.fleck,User,Judith Fleck, Sekundar,Judith Fleck, , , ,Fleck,Judith,judith.fleck@mail.xyz, 
judith.graf,User,Judith Graf, Sekundar,Judith Graf, , , ,Graf,Judith,keineMailAddy, 
juergen.fitzgerald,User,Juergen Fitzgerald, Sekundar,Juergen Fitzgerald, , , ,Fitzgerald,Juergen,juergen.fitzgerald@mail.xyz, 
