Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
angelina.jakob,User,Angelina Jakob, deaktiviert,Angelina Jakob, , , ,Jakob,Angelina,angelina.jakob@mail.xyz, 
ani.hil,User,Anica Hilgers, Oberstufe - Matur,Anica Hilgers, , , ,Hilgers,Anica,anica.hilgers@mail.xyz, 
ani.kru,User,Anika Krug, Oberstufe - Matur,Anika Krug, , , ,Krug,Anika,a.krug@mail.xyz, 
anika.kemper,User,Kemper Anika, Oberstufe extern,Kemper Anika, , , ,Kemper,Anika,keineMailAddy, 
ann.hin,User,Annabelle Hinz, Oberstufe - Matur,Annabelle Hinz, , , ,Hinz,Annabelle,keineMailAddy, 
ann.hof,User,Annette Hoffmann, Oberstufe - Matur,Annette Hoffmann, , , ,Hoffmann,Annette,keineMailAddy, 
anna.kropp,User,Kropp Anna, Handelsmatur,Kropp Anna, , , ,Kropp,Anna,keineMailAddy, 
annabel.henke,User,Henke Annabel, Oberstufe extern,Henke Annabel, , , ,Henke,Annabel,keineMailAddy, 
annabell.hessel,User,Annabell Hessel, deaktiviert,Annabell Hessel, , , ,Hessel,Annabell,annabell.hessel@mail.xyz, 
annabelle.heider,User,Heider Annabelle, Handelsmatur,Heider Annabelle, , , ,Heider,Annabelle,annabelle.heider@mail.xyz, 
anneke.katz,User,Katz Anneke, Oberstufe extern,Katz Anneke, , , ,Katz,Anneke,keineMailAddy, 
anneke.kaufhold,User,Anneke Kaufhold, deaktiviert,Anneke Kaufhold, , , ,Kaufhold,Anneke,anneke.kaufhold@mail.xyz, 
annette.kalisch,User,Annette Kalisch, deaktiviert,Annette Kalisch, , , ,Kalisch,Annette,keineMailAddy, 
anouk.himmel,User,Himmel Anouk, Handelsmatur,Himmel Anouk, , , ,Himmel,Anouk,anouk.himmel@mail.xyz, 
arne.krenz,User,Arne Krenz, Sekundar extern,Arne Krenz, , , ,Krenz,Arne,arne.krenz@mail.xyz, 
arthur.kaden,User,Arthur Kaden, deaktiviert,Arthur Kaden, , , ,Kaden,Arthur,arthur.kaden@mail.xyz, 
astrid.jacoby,User,Jacoby Astrid, Handelsmatur,Jacoby Astrid, , , ,Jacoby,Astrid,keineMailAddy, 
astrid.jaeschke,User,Astrid Jaeschke, deaktiviert,Astrid Jaeschke, , , ,Jaeschke,Astrid,astrid.jaeschke@mail.xyz, 
astrid.johnston,User,Johnston Astrid, Oberstufe extern,Johnston Astrid, , , ,Johnston,Astrid,a.johnston@mail.xyz, 
axel.hernandez,User,Axel Hernandez, Lehrer Sekundar,Axel Hernandez, , , ,Hernandez,Axel,keineMailAddy, 
baerbel.hensel,User,Baerbel Hensel, deaktiviert,Baerbel Hensel, , , ,Hensel,Baerbel,baerbel.hensel@mail.xyz, 
baerbel.knapp,User,Baerbel Knapp, Lehrer Sekundar,Baerbel Knapp, , , ,Knapp,Baerbel,b.knapp@mail.xyz, 
bar.kre,User,Barbara Kretschmann, Oberstufe - Matur,Barbara Kretschmann, , , ,Kretschmann,Barbara,b.kretschmann@mail.xyz, 
bastian.herz,User,Bastian Herz, deaktiviert,Bastian Herz, , , ,Herz,Bastian,b.herz@mail.xyz, 
bastian.kemper,User,Bastian Kemper, deaktiviert,Bastian Kemper, , , ,Kemper,Bastian,bastian.kemper@mail.xyz, 
bastian.kugler,User,Kugler Bastian, Handelsmatur,Kugler Bastian, , , ,Kugler,Bastian,keineMailAddy, 
ben.hor,User,Benedict Horn, Oberstufe - Matur,Benedict Horn, , , ,Horn,Benedict,benedict.horn@mail.xyz, 
benedict.kroell,User,Kroell Benedict, Oberstufe extern,Kroell Benedict, , , ,Kroell,Benedict,b.kroell@mail.xyz, 
bennett.kastner,User,Kastner Bennett, Lehrer Handel,Kastner Bennett, , , ,Kastner,Bennett,bennett.kastner@mail.xyz, 
ber.her,User,Bernhard Herrera, Oberstufe - Matur,Bernhard Herrera, , , ,Herrera,Bernhard,bernhard.herrera@mail.xyz, 
ber.kro,User,Bernhard Krone, Oberstufe - Matur,Bernhard Krone, , , ,Krone,Bernhard,keineMailAddy, 
bernd.heuser,User,Heuser Bernd, Lehrer Handel,Heuser Bernd, , , ,Heuser,Bernd,bernd.heuser@mail.xyz, 
berndt.kiefer,User,Kiefer Berndt, Lehrer Handel,Kiefer Berndt, , , ,Kiefer,Berndt,keineMailAddy, 
bir.jos,User,Birgit Joseph, Oberstufe - Matur,Birgit Joseph, , , ,Joseph,Birgit,b.joseph@mail.xyz, 
caja.hellwig,User,Caja Hellwig, Sekundar extern,Caja Hellwig, , , ,Hellwig,Caja,keineMailAddy, 
caja.krenz,User,Krenz Caja, Handelsmatur,Krenz Caja, , , ,Krenz,Caja,caja.krenz@mail.xyz, 
can.karst,User,Karst Can, Handelsmatur,Karst Can, , , ,Karst,Can,c.karst@mail.xyz, 
car.jak,User,Carla Jakobi, Oberstufe - Matur,Carla Jakobi, , , ,Jakobi,Carla,c.jakobi@mail.xyz, 
car.kat,User,Carlotta Katz, Oberstufe - Matur,Carlotta Katz, , , ,Katz,Carlotta,c.katz@mail.xyz, 
carina.hernandez,User,Carina Hernandez, Sekundar extern,Carina Hernandez, , , ,Hernandez,Carina,carina.hernandez@mail.xyz, 
carla.kammerer,User,Carla Kammerer, Sekundar extern,Carla Kammerer, , , ,Kammerer,Carla,carla.kammerer@mail.xyz, 
carlotta.hildebrandt,User,Carlotta Hildebrandt, Sekundar extern,Carlotta Hildebrandt, , , ,Hildebrandt,Carlotta,keineMailAddy, 
carolina.hilscher,User,Carolina Hilscher, Lehrer Sekundar,Carolina Hilscher, , , ,Hilscher,Carolina,c.hilscher@mail.xyz, 
carsten.henry,User,Carsten Henry, deaktiviert,Carsten Henry, , , ,Henry,Carsten,carsten.henry@mail.xyz, 
carsten.kaden,User,Carsten Kaden, Sekundar extern,Carsten Kaden, , , ,Kaden,Carsten,keineMailAddy, 
carsten.koerner,User,Koerner Carsten, Oberstufe extern,Koerner Carsten, , , ,Koerner,Carsten,c.koerner@mail.xyz, 
céline.huetter,User,Huetter Céline, Oberstufe extern,Huetter Céline, , , ,Huetter,Céline,celine.huetter@mail.xyz, 
cha.kap,User,Charlotte Kappes, Oberstufe - Matur,Charlotte Kappes, , , ,Kappes,Charlotte,c.kappes@mail.xyz, 
cha.kim,User,Chantall Kim, Oberstufe - Matur,Chantall Kim, , , ,Kim,Chantall,chantall.kim@mail.xyz, 
cha.kre,User,Chantall Krebs, Oberstufe - Matur,Chantall Krebs, , , ,Krebs,Chantall,keineMailAddy, 
chantal.hille,User,Chantal Hille, deaktiviert,Chantal Hille, , , ,Hille,Chantal,c.hille@mail.xyz, 
chantal.kaul,User,Chantal Kaul, Sekundar extern,Chantal Kaul, , , ,Kaul,Chantal,chantal.kaul@mail.xyz, 
chantale.klein,User,Chantale Klein, Lehrer Sekundar,Chantale Klein, , , ,Klein,Chantale,keineMailAddy, 
chantalle.hoff,User,Chantalle Hoff, deaktiviert,Chantalle Hoff, , , ,Hoff,Chantalle,c.hoff@mail.xyz, 
chiara.kahle,User,Kahle Chiara, Handelsmatur,Kahle Chiara, , , ,Kahle,Chiara,c.kahle@mail.xyz, 
chiara.kroener,User,Kroener Chiara, Oberstufe extern,Kroener Chiara, , , ,Kroener,Chiara,chiara.kroener@mail.xyz, 
chr.hir,User,Christoph Hirte, Oberstufe - Matur,Christoph Hirte, , , ,Hirte,Christoph,christoph.hirte@mail.xyz, 
chr.kay,User,Christel Kayser, Oberstufe - Matur,Christel Kayser, , , ,Kayser,Christel,c.kayser@mail.xyz, 
chr.kem,User,Christel Kempf, Oberstufe - Matur,Christel Kempf, , , ,Kempf,Christel,c.kempf@mail.xyz, 
christel.huber,User,Christel Huber, deaktiviert,Christel Huber, , , ,Huber,Christel,c.huber@mail.xyz, 
christian.herbst,User,Christian Herbst, deaktiviert,Christian Herbst, , , ,Herbst,Christian,christian.herbst@mail.xyz, 
christiane.herb,User,Herb Christiane, Oberstufe extern,Herb Christiane, , , ,Herb,Christiane,christiane.herb@mail.xyz, 
christiane.kropp,User,Kropp Christiane, Oberstufe extern,Kropp Christiane, , , ,Kropp,Christiane,c.kropp@mail.xyz, 
christin.hilgers,User,Christin Hilgers, deaktiviert,Christin Hilgers, , , ,Hilgers,Christin,c.hilgers@mail.xyz, 
christina.krauss,User,Krauss Christina, Handelsmatur,Krauss Christina, , , ,Krauss,Christina,christina.krauss@mail.xyz, 
christine.hummel,User,Christine Hummel, Sekundar extern,Christine Hummel, , , ,Hummel,Christine,c.hummel@mail.xyz, 
christof.kaplan,User,Christof Kaplan, deaktiviert,Christof Kaplan, , , ,Kaplan,Christof,c.kaplan@mail.xyz, 
christoph.kron,User,Kron Christoph, Oberstufe extern,Kron Christoph, , , ,Kron,Christoph,christoph.kron@mail.xyz, 
claas.klose,User,Klose Claas, Oberstufe extern,Klose Claas, , , ,Klose,Claas,c.klose@mail.xyz, 
clara.herter,User,Clara Herter, deaktiviert,Clara Herter, , , ,Herter,Clara,c.herter@mail.xyz, 
clara.kaup,User,Kaup Clara, Oberstufe extern,Kaup Clara, , , ,Kaup,Clara,clara.kaup@mail.xyz, 
claudia.jakobi,User,Jakobi Claudia, Handelsmatur,Jakobi Claudia, , , ,Jakobi,Claudia,claudia.jakobi@mail.xyz, 
claus.kling,User,Kling Claus, Handelsmatur,Kling Claus, , , ,Kling,Claus,c.kling@mail.xyz, 
collin.kemper,User,Kemper Collin, Handelsmatur,Kemper Collin, , , ,Kemper,Collin,collin.kemper@mail.xyz, 
con.hen,User,Conner Hentschel, Oberstufe - Matur,Conner Hentschel, , , ,Hentschel,Conner,keineMailAddy, 
conner.hoefer,User,Conner Hoefer, deaktiviert,Conner Hoefer, , , ,Hoefer,Conner,c.hoefer@mail.xyz, 
conner.jackson,User,Jackson Conner, Oberstufe extern,Jackson Conner, , , ,Jackson,Conner,conner.jackson@mail.xyz, 
cornelia.heyer,User,Cornelia Heyer, Lehrer Sekundar,Cornelia Heyer, , , ,Heyer,Cornelia,cornelia.heyer@mail.xyz, 
curt.herbert,User,Curt Herbert, Sekundar extern,Curt Herbert, , , ,Herbert,Curt,keineMailAddy, 
damian.kramer,User,Damian Kramer, deaktiviert,Damian Kramer, , , ,Kramer,Damian,d.kramer@mail.xyz, 
damian.kranker,User,Damian Kranker, deaktiviert,Damian Kranker, , , ,Kranker,Damian,damian.kramer@mail.xyz, 
dan.kei,User,Daniel Keiser, Oberstufe - Matur,Daniel Keiser, , , ,Keiser,Daniel,d.keiser@mail.xyz, 
den.her,User,Denis Herr, Oberstufe - Matur,Denis Herr, , , ,Herr,Denis,denis.herr@mail.xyz, 
denis.hilger,User,Hilger Denis, Oberstufe extern,Hilger Denis, , , ,Hilger,Denis,denis.hilger@mail.xyz, 
denis.hornung,User,Hornung Denis, Oberstufe extern,Hornung Denis, , , ,Hornung,Denis,d.hornung@mail.xyz, 
denis.kropf,User,Kropf Denis, Oberstufe extern,Kropf Denis, , , ,Kropf,Denis,denis.kropf@mail.xyz, 
denise.jaschke,User,Denise Jaschke, Sekundar extern,Denise Jaschke, , , ,Jaschke,Denise,denise.jaschke@mail.xyz, 
dennis.kellner,User,Dennis Kellner, deaktiviert,Dennis Kellner, , , ,Kellner,Dennis,d.kellner@mail.xyz, 
dia.kar,User,Diana Karcher, Oberstufe - Matur,Diana Karcher, , , ,Karcher,Diana,diana.karcher@mail.xyz, 
dieter.krey,User,Krey Dieter, Oberstufe extern,Krey Dieter, , , ,Krey,Dieter,keineMailAddy, 
dilara.kuhlmann,User,Kuhlmann Dilara, Handelsmatur,Kuhlmann Dilara, , , ,Kuhlmann,Dilara,d.kuhlmann@mail.xyz, 
dirk.heyer,User,Dirk Heyer, deaktiviert,Dirk Heyer, , , ,Heyer,Dirk,dirk.heyer@mail.xyz, 
doris.hillenbrand,User,Doris Hillenbrand, deaktiviert,Doris Hillenbrand, , , ,Hillenbrand,Doris,keineMailAddy, 
edith.janzen,User,Janzen Edith, Handelsmatur,Janzen Edith, , , ,Janzen,Edith,e.janzen@mail.xyz, 
eileen.henschel,User,Henschel Eileen, Handelsmatur,Henschel Eileen, , , ,Henschel,Eileen,e.henschel@mail.xyz, 
elf.hir,User,Elfriede Hirt, Oberstufe - Matur,Elfriede Hirt, , , ,Hirt,Elfriede,elfriede.hirt@mail.xyz, 
eli.kar,User,Elisa Karle, Oberstufe - Matur,Elisa Karle, , , ,Karle,Elisa,e.karle@mail.xyz, 
elisa.kilian,User,Elisa Kilian, Sekundar extern,Elisa Kilian, , , ,Kilian,Elisa,keineMailAddy, 
elisabeth.janson,User,Janson Elisabeth, Oberstufe extern,Janson Elisabeth, , , ,Janson,Elisabeth,elisabeth.janson@mail.xyz, 
elizabeth.king,User,King Elizabeth, Oberstufe extern,King Elizabeth, , , ,King,Elizabeth,e.king@mail.xyz, 
elk.hil,User,Elke Hild, Oberstufe - Matur,Elke Hild, , , ,Hild,Elke,keineMailAddy, 
elke.herter,User,Herter Elke, Handelsmatur,Herter Elke, , , ,Herter,Elke,e.herter@mail.xyz, 
elke.krieg,User,Krieg Elke, Oberstufe extern,Krieg Elke, , , ,Krieg,Elke,elke.krieg@mail.xyz, 
emely.keiser,User,Keiser Emely, Oberstufe extern,Keiser Emely, , , ,Keiser,Emely,emely.keiser@mail.xyz, 
emi.kap,User,Emilia Kappler, Oberstufe - Matur,Emilia Kappler, , , ,Kappler,Emilia,e.kappler@mail.xyz, 
emilie.hilgers,User,Hilgers Emilie, Oberstufe extern,Hilgers Emilie, , , ,Hilgers,Emilie,e.hilgers@mail.xyz, 
emilie.hoehn,User,Emilie Hoehn, Sekundar extern,Emilie Hoehn, , , ,Hoehn,Emilie,emilie.hoehn@mail.xyz, 
emilie.kegel,User,Emilie Kegel, deaktiviert,Emilie Kegel, , , ,Kegel,Emilie,e.kegel@mail.xyz, 
enno.hughes,User,Hughes Enno, Oberstufe extern,Hughes Enno, , , ,Hughes,Enno,enno.hughes@mail.xyz, 
eric.kopp,User,Eric Kopp, deaktiviert,Eric Kopp, , , ,Kopp,Eric,keineMailAddy, 
erik.kersten,User,Kersten Erik, Oberstufe extern,Kersten Erik, , , ,Kersten,Erik,erik.kersten@mail.xyz, 
erika.heine,User,Heine Erika, Handelsmatur,Heine Erika, , , ,Heine,Erika,erika.heine@mail.xyz, 
erika.henseler,User,Henseler Erika, Handelsmatur,Henseler Erika, , , ,Henseler,Erika,e.henseler@mail.xyz, 
erika.james,User,Erika James, deaktiviert,Erika James, , , ,James,Erika,keineMailAddy, 
erna.hirsch,User,Hirsch Erna, Oberstufe extern,Hirsch Erna, , , ,Hirsch,Erna,erna.hirsch@mail.xyz, 
erna.hoyer,User,Hoyer Erna, Oberstufe extern,Hoyer Erna, , , ,Hoyer,Erna,erna.hoyer@mail.xyz, 
erna.kaeser,User,Kaeser Erna, Oberstufe extern,Kaeser Erna, , , ,Kaeser,Erna,keineMailAddy, 
ernst.jonas,User,Jonas Ernst, Oberstufe extern,Jonas Ernst, , , ,Jonas,Ernst,keineMailAddy, 
ernst.kaefer,User,Kaefer Ernst, Oberstufe extern,Kaefer Ernst, , , ,Kaefer,Ernst,ernst.kaefer@mail.xyz, 
eva.janzen,User,Eva Janzen, deaktiviert,Eva Janzen, , , ,Janzen,Eva,keineMailAddy, 
eva.kanone,User,Kanone Eva, Oberstufe extern,Kanone Eva, , , ,Kanone,Eva,e.kanone@mail.xyz, 
fabio.hoehne,User,Fabio Hoehne, deaktiviert,Fabio Hoehne, , , ,Hoehne,Fabio,keineMailAddy, 
fabio.kaminski,User,Kaminski Fabio, Oberstufe extern,Kaminski Fabio, , , ,Kaminski,Fabio,fabio.kaminski@mail.xyz, 
falk.klose,User,Falk Klose, deaktiviert,Falk Klose, , , ,Klose,Falk,falk.klose@mail.xyz, 
falk.kropp,User,Falk Kropp, deaktiviert,Falk Kropp, , , ,Kropp,Falk,falk.kropp@mail.xyz, 
fel.kli,User,Felicitas Kling, Oberstufe - Matur,Felicitas Kling, , , ,Kling,Felicitas,felicitas.kling@mail.xyz, 
fen.hil,User,Fenja Hild, Oberstufe - Matur,Fenja Hild, , , ,Hild,Fenja,f.hild@mail.xyz, 
fen.kol,User,Fenja Kolb, Oberstufe - Matur,Fenja Kolb, , , ,Kolb,Fenja,keineMailAddy, 
fenja.hintze,User,Hintze Fenja, Oberstufe extern,Hintze Fenja, , , ,Hintze,Fenja,f.hintze@mail.xyz, 
finja.kropf,User,Finja Kropf, Sekundar extern,Finja Kropf, , , ,Kropf,Finja,finja.kropf@mail.xyz, 
finnja.keidel,User,Finnja Keidel, deaktiviert,Finnja Keidel, , , ,Keidel,Finnja,f.keidel@mail.xyz, 
fri.kae,User,Friedrich Kaemper, Oberstufe - Matur,Friedrich Kaemper, , , ,Kaemper,Friedrich,keineMailAddy, 
frida.krause,User,Krause Frida, Oberstufe extern,Krause Frida, , , ,Krause,Frida,frida.krause@mail.xyz, 
frieda.hey,User,Frieda Hey, deaktiviert,Frieda Hey, , , ,Hey,Frieda,keineMailAddy, 
fritz.horton,User,Horton Fritz, Handelsmatur,Horton Fritz, , , ,Horton,Fritz,fritz.horton@mail.xyz, 
fynn.kleinert,User,Fynn Kleinert, Sekundar extern,Fynn Kleinert, , , ,Kleinert,Fynn,f.kleinert@mail.xyz, 
gabriel.jaeger,User,Gabriel Jaeger, deaktiviert,Gabriel Jaeger, , , ,Jaeger,Gabriel,gabriel.jaeger@mail.xyz, 
geo.kal,User,Georg Kalinowski, Oberstufe - Matur,Georg Kalinowski, , , ,Kalinowski,Georg,g.kalinowski@mail.xyz, 
ger.jan,User,Gerhardt Jansen, Oberstufe - Matur,Gerhardt Jansen, , , ,Jansen,Gerhardt,gerhardt.jansen@mail.xyz, 
gerd.krings,User,Gerd Krings, Sekundar extern,Gerd Krings, , , ,Krings,Gerd,gerd.krings@mail.xyz, 
gina.keil,User,Gina Keil, deaktiviert,Gina Keil, , , ,Keil,Gina,gina.keil@mail.xyz, 
giu.kat,User,Giulia Kath, Oberstufe - Matur,Giulia Kath, , , ,Kath,Giulia,giulia.kath@mail.xyz, 
giulia.kelley,User,Giulia Kelley, deaktiviert,Giulia Kelley, , , ,Kelley,Giulia,giulia.kelley@mail.xyz, 
gudrun.howell,User,Howell Gudrun, Handelsmatur,Howell Gudrun, , , ,Howell,Gudrun,g.howell@mail.xyz, 
han.how,User,Hannes Howard, Oberstufe - Matur,Hannes Howard, , , ,Howard,Hannes,hannes.howard@mail.xyz, 
han.jak,User,Hannelore Jakobs, Oberstufe - Matur,Hannelore Jakobs, , , ,Jakobs,Hannelore,h.jakobs@mail.xyz, 
hannah.kron,User,Hannah Kron, Sekundar extern,Hannah Kron, , , ,Kron,Hannah,keineMailAddy, 
hannelore.knight,User,Hannelore Knight, Sekundar extern,Hannelore Knight, , , ,Knight,Hannelore,h.knight@mail.xyz, 
hannes.hennings,User,Hennings Hannes, Oberstufe extern,Hennings Hannes, , , ,Hennings,Hannes,h.hennings@mail.xyz, 
heidi.klaus,User,Klaus Heidi, Handelsmatur,Klaus Heidi, , , ,Klaus,Heidi,heidi.klaus@mail.xyz, 
heike.herzig,User,Heike Herzig, deaktiviert,Heike Herzig, , , ,Herzig,Heike,keineMailAddy, 
heiko.henschel,User,Henschel Heiko, Oberstufe extern,Henschel Heiko, , , ,Henschel,Heiko,heiko.henschel@mail.xyz, 
heinrich.kuehl,User,Heinrich Kuehl, Sekundar extern,Heinrich Kuehl, , , ,Kuehl,Heinrich,h.kuehl@mail.xyz, 
helena.kath,User,Helena Kath, deaktiviert,Helena Kath, , , ,Kath,Helena,keineMailAddy, 
helene.hillmann,User,Hillmann Helene, Handelsmatur,Hillmann Helene, , , ,Hillmann,Helene,helene.hillmann@mail.xyz, 
helga.kretschmann,User,Helga Kretschmann, Sekundar extern,Helga Kretschmann, , , ,Kretschmann,Helga,helga.kretschmann@mail.xyz, 
helmut.kaya,User,Helmut Kaya, Sekundar extern,Helmut Kaya, , , ,Kaya,Helmut,keineMailAddy, 
hendrik.herr,User,Herr Hendrik, Oberstufe extern,Herr Hendrik, , , ,Herr,Hendrik,h.herr@mail.xyz, 
hendrik.huff,User,Huff Hendrik, Oberstufe extern,Huff Hendrik, , , ,Huff,Hendrik,h.huff@mail.xyz, 
henning.kasper,User,Kasper Henning, Oberstufe extern,Kasper Henning, , , ,Kasper,Henning,henning.kasper@mail.xyz, 
henri.kern,User,Kern Henri, Handelsmatur,Kern Henri, , , ,Kern,Henri,keineMailAddy, 
henri.kuehl,User,Kuehl Henri, Oberstufe extern,Kuehl Henri, , , ,Kuehl,Henri,henri.kuehl@mail.xyz, 
henry.james,User,Henry James, deaktiviert,Henry James, , , ,James,Henry,h.james@mail.xyz, 
herta.hilgers,User,Hilgers Herta, Oberstufe extern,Hilgers Herta, , , ,Hilgers,Herta,keineMailAddy, 
herta.kirchner,User,Kirchner Herta, Oberstufe extern,Kirchner Herta, , , ,Kirchner,Herta,keineMailAddy, 
herta.koehler,User,Koehler Herta, Handelsmatur,Koehler Herta, , , ,Koehler,Herta,herta.koehler@mail.xyz, 
hertha.kroeber,User,Hertha Kroeber, deaktiviert,Hertha Kroeber, , , ,Kroeber,Hertha,h.kroeber@mail.xyz, 
holger.imhof,User,Holger Imhof, deaktiviert,Holger Imhof, , , ,Imhof,Holger,holger.imhof@mail.xyz, 
horst.kriegel,User,Kriegel Horst, Handelsmatur,Kriegel Horst, , , ,Kriegel,Horst,keineMailAddy, 
ian.hic,User,Ian Hicks, Oberstufe - Matur,Ian Hicks, , , ,Hicks,Ian,i.hicks@mail.xyz, 
ian.kirchner,User,Ian Kirchner, deaktiviert,Ian Kirchner, , , ,Kirchner,Ian,i.kirchner@mail.xyz, 
ilse.hofbauer,User,Ilse Hofbauer, deaktiviert,Ilse Hofbauer, , , ,Hofbauer,Ilse,ilse.hofbauer@mail.xyz, 
jacob.kron,User,Kron Jacob, Handelsmatur,Kron Jacob, , , ,Kron,Jacob,j.kron@mail.xyz, 
jakob.himmelsbach,User,Jakob Himmelsbach, deaktiviert,Jakob Himmelsbach, , , ,Himmelsbach,Jakob,jakob.himmelsbach@mail.xyz, 
jamie.hirth,User,Hirth Jamie, Handelsmatur,Hirth Jamie, , , ,Hirth,Jamie,j.hirth@mail.xyz, 
jamie.hofmann,User,Hofmann Jamie, Oberstufe extern,Hofmann Jamie, , , ,Hofmann,Jamie,j.hofmann@mail.xyz, 
jan.jae,User,Jan Jaekel, Oberstufe - Matur,Jan Jaekel, , , ,Jaekel,Jan,jan.jaekel@mail.xyz, 
jana.heuser,User,Jana Heuser, deaktiviert,Jana Heuser, , , ,Heuser,Jana,keineMailAddy, 
janis.himmel,User,Janis Himmel, Sekundar extern,Janis Himmel, , , ,Himmel,Janis,j.himmel@mail.xyz, 
janne.hennig,User,Janne Hennig, deaktiviert,Janne Hennig, , , ,Hennig,Janne,j.hennig@mail.xyz, 
janne.jakobs,User,Jakobs Janne, Oberstufe extern,Jakobs Janne, , , ,Jakobs,Janne,janne.jakobs@mail.xyz, 
janne.knorr,User,Janne Knorr, Sekundar extern,Janne Knorr, , , ,Knorr,Janne,j.knorr@mail.xyz, 
jannick.koehler,User,Koehler Jannick, Handelsmatur,Koehler Jannick, , , ,Koehler,Jannick,jannick.koehler@mail.xyz, 
jannik.heil,User,Heil Jannik, Handelsmatur,Heil Jannik, , , ,Heil,Jannik,j.heil@mail.xyz, 
jens.hering,User,Jens Hering, Sekundar extern,Jens Hering, , , ,Hering,Jens,jens.hering@mail.xyz, 
jens.hoehn,User,Jens Hoehn, deaktiviert,Jens Hoehn, , , ,Hoehn,Jens,j.hoehn@mail.xyz, 
jessica.hermann,User,Jessica Hermann, deaktiviert,Jessica Hermann, , , ,Hermann,Jessica,jessica.hermann@mail.xyz, 
jette.klaus,User,Klaus Jette, Oberstufe extern,Klaus Jette, , , ,Klaus,Jette,jette.klaus@mail.xyz, 
joachim.heyder,User,Joachim Heyder, deaktiviert,Joachim Heyder, , , ,Heyder,Joachim,j.heyder@mail.xyz, 
joe.kar,User,Joern Karcher, Oberstufe - Matur,Joern Karcher, , , ,Karcher,Joern,joern.karcher@mail.xyz, 
joel.kranz,User,Joel Kranz, deaktiviert,Joel Kranz, , , ,Kranz,Joel,keineMailAddy, 
joelina.henderson,User,Joelina Henderson, deaktiviert,Joelina Henderson, , , ,Henderson,Joelina,joelina.henderson@mail.xyz, 
joerg.klose,User,Klose Joerg, Oberstufe extern,Klose Joerg, , , ,Klose,Joerg,keineMailAddy, 
joern.karcher,User,Joern Karcher, deaktiviert,Joern Karcher, , , ,Karcher,Joern,j.karcher@mail.xyz, 
joh.hub,User,Johann Huber, Oberstufe - Matur,Johann Huber, , , ,Huber,Johann,keineMailAddy, 
johannes.hilgert,User,Johannes Hilgert, deaktiviert,Johannes Hilgert, , , ,Hilgert,Johannes,johannes.hilgert@mail.xyz, 
john.holland,User,John Holland, deaktiviert,John Holland, , , ,Holland,John,john.holland@mail.xyz, 
john.hubbard,User,John Hubbard, deaktiviert,John Hubbard, , , ,Hubbard,John,keineMailAddy, 
john.kappler,User,John Kappler, Sekundar extern,John Kappler, , , ,Kappler,John,john.kappler@mail.xyz, 
jon.hil,User,Jona Hillenbrand, Oberstufe - Matur,Jona Hillenbrand, , , ,Hillenbrand,Jona,j.hillenbrand@mail.xyz, 
jon.kei,User,Jonna Keim, Oberstufe - Matur,Jonna Keim, , , ,Keim,Jonna,jonna.keim@mail.xyz, 
