Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
anette.may,User,Anette May, Sekundar extern,Anette May, , , ,May,Anette,keineMailAddy, 
anette.moore,User,Anette Moore, Sekundar extern,Anette Moore, , , ,Moore,Anette,keineMailAddy, 
ang.lop,User,Angelika Lopez, Oberstufe - Matur,Angelika Lopez, , , ,Lopez,Angelika,angelika.lopez@mail.xyz, 
anja.paetzold,User,Paetzold Anja, Oberstufe extern,Paetzold Anja, , , ,Paetzold,Anja,a.paetzold@mail.xyz, 
ann.mayer,User,Mayer Ann, Oberstufe extern,Mayer Ann, , , ,Mayer,Ann,a.mayer@mail.xyz, 
anna.niemann,User,Niemann Anna, Oberstufe extern,Niemann Anna, , , ,Niemann,Anna,keineMailAddy, 
anneke.neuber,User,Anneke Neuber, deaktiviert,Anneke Neuber, , , ,Neuber,Anneke,keineMailAddy, 
anneliese.maack,User,Maack Anneliese, Oberstufe extern,Maack Anneliese, , , ,Maack,Anneliese,anneliese.maack@mail.xyz, 
anneliese.papst,User,Anneliese Papst, Sekundar extern,Anneliese Papst, , , ,Papst,Anneliese,a.papst@mail.xyz, 
anneliese.paul,User,Paul Anneliese, Oberstufe extern,Paul Anneliese, , , ,Paul,Anneliese,anneliese.paul@mail.xyz, 
annette.lueth,User,Lueth Annette, Oberstufe extern,Lueth Annette, , , ,Lueth,Annette,keineMailAddy, 
annette.martini,User,Martini Annette, Oberstufe extern,Martini Annette, , , ,Martini,Annette,annette.martini@mail.xyz, 
annette.moos,User,Moos Annette, Handelsmatur,Moos Annette, , , ,Moos,Annette,annette.moos@mail.xyz, 
annica.landwirt,User,Annica Landwirt, Sekundar extern,Annica Landwirt, , , ,Landwirt,Annica,a.landwirt@mail.xyz, 
annika.lehmkuhl,User,Annika Lehmkuhl, Sekundar extern,Annika Lehmkuhl, , , ,Lehmkuhl,Annika,keineMailAddy, 
anton.mendez,User,Mendez Anton, Oberstufe extern,Mendez Anton, , , ,Mendez,Anton,a.mendez@mail.xyz, 
art.nau,User,Artur Naujoks, Oberstufe - Matur,Artur Naujoks, , , ,Naujoks,Artur,keineMailAddy, 
aylin.lauer,User,Aylin Lauer, Sekundar extern,Aylin Lauer, , , ,Lauer,Aylin,a.lauer@mail.xyz, 
benjamin.mucha,User,Benjamin Mucha, deaktiviert,Benjamin Mucha, , , ,Mucha,Benjamin,b.mucha@mail.xyz, 
benjamin.munk,User,Munk Benjamin, Oberstufe extern,Munk Benjamin, , , ,Munk,Benjamin,benjamin.munk@mail.xyz, 
bennet.kuenzel,User,Kuenzel Bennet, Oberstufe extern,Kuenzel Bennet, , , ,Kuenzel,Bennet,bennet.kuenzel@mail.xyz, 
bennet.otto,User,Bennet Otto, Sekundar extern,Bennet Otto, , , ,Otto,Bennet,bennet.otto@mail.xyz, 
bennet.peetz,User,Bennet Peetz, deaktiviert,Bennet Peetz, , , ,Peetz,Bennet,bennet.peetz@mail.xyz, 
ber.mai,User,Bernhardt Maisch, Oberstufe - Matur,Bernhardt Maisch, , , ,Maisch,Bernhardt,b.maisch@mail.xyz, 
bernd.owens,User,Owens Bernd, Lehrer Handel,Owens Bernd, , , ,Owens,Bernd,bernd.owens@mail.xyz, 
berndt.pabst,User,Pabst Berndt, Lehrer Handel,Pabst Berndt, , , ,Pabst,Berndt,b.pabst@mail.xyz, 
bernhard.matthes,User,Matthes Bernhard, Handelsmatur,Matthes Bernhard, , , ,Matthes,Bernhard,bernhard.matthes@mail.xyz, 
bernhardt.nagel,User,Nagel Bernhardt, Handelsmatur,Nagel Bernhardt, , , ,Nagel,Bernhardt,b.nagel@mail.xyz, 
bir.mal,User,Birgit Maldonado, Oberstufe - Matur,Birgit Maldonado, , , ,Maldonado,Birgit,b.maldonado@mail.xyz, 
birgit.maisch,User,Birgit Maisch, Lehrer Gym,Birgit Maisch, , , ,Maisch,Birgit,birgit.maisch@mail.xyz, 
brigitte.pabst,User,Brigitte Pabst, deaktiviert,Brigitte Pabst, , , ,Pabst,Brigitte,keineMailAddy, 
bruno.patzelt,User,Bruno Patzelt, deaktiviert,Bruno Patzelt, , , ,Patzelt,Bruno,bruno.patzelt@mail.xyz, 
car.kun,User,Caroline Kunert, Oberstufe - Matur,Caroline Kunert, , , ,Kunert,Caroline,caroline.kunert@mail.xyz, 
car.nea,User,Carolin Neal, Oberstufe - Matur,Carolin Neal, , , ,Neal,Carolin,keineMailAddy, 
carin.lamers,User,Carin Lamers, deaktiviert,Carin Lamers, , , ,Lamers,Carin,keineMailAddy, 
carlo.morales,User,Morales Carlo, Oberstufe extern,Morales Carlo, , , ,Morales,Carlo,c.morales@mail.xyz, 
carlo.newton,User,Carlo Newton, Sekundar extern,Carlo Newton, , , ,Newton,Carlo,keineMailAddy, 
carlotta.mosch,User,Carlotta Mosch, Sekundar extern,Carlotta Mosch, , , ,Mosch,Carlotta,c.mosch@mail.xyz, 
cat.nic,User,Cathrin Nichols, Oberstufe - Matur,Cathrin Nichols, , , ,Nichols,Cathrin,c.nichols@mail.xyz, 
cathrin.laskowski,User,Laskowski Cathrin, Oberstufe extern,Laskowski Cathrin, , , ,Laskowski,Cathrin,cathrin.laskowski@mail.xyz, 
celina.lampert,User,Celina Lampert, deaktiviert,Celina Lampert, , , ,Lampert,Celina,celina.lampert@mail.xyz, 
celina.massey,User,Celina Massey, Sekundar extern,Celina Massey, , , ,Massey,Celina,c.massey@mail.xyz, 
céline.lohmeier,User,Lohmeier Céline, Handelsmatur,Lohmeier Céline, , , ,Lohmeier,Céline,celine.lohmeier@mail.xyz, 
celine.mair,User,Mair Celine, Handelsmatur,Mair Celine, , , ,Mair,Celine,keineMailAddy, 
cha.lar,User,Chantale Larson, Oberstufe - Matur,Chantale Larson, , , ,Larson,Chantale,keineMailAddy, 
cha.mar,User,Chantal Marschner, Oberstufe - Matur,Chantal Marschner, , , ,Marschner,Chantal,c.marschner@mail.xyz, 
cha.moo,User,Chantal Moore, Oberstufe - Matur,Chantal Moore, , , ,Moore,Chantal,chantal.moore@mail.xyz, 
chantal.lane,User,Lane Chantal, Oberstufe extern,Lane Chantal, , , ,Lane,Chantal,keineMailAddy, 
chantal.lechner,User,Chantal Lechner, deaktiviert,Chantal Lechner, , , ,Lechner,Chantal,c.lechner@mail.xyz, 
chantal.meurer,User,Meurer Chantal, Oberstufe extern,Meurer Chantal, , , ,Meurer,Chantal,chantal.meurer@mail.xyz, 
chantalle.loew,User,Chantalle Loew, Sekundar extern,Chantalle Loew, , , ,Loew,Chantalle,c.loew@mail.xyz, 
chantalle.marquart,User,Chantalle Marquart, deaktiviert,Chantalle Marquart, , , ,Marquart,Chantalle,keineMailAddy, 
chiara.oberle,User,Chiara Oberle, deaktiviert,Chiara Oberle, , , ,Oberle,Chiara,c.oberle@mail.xyz, 
chiara.obermeier,User,Chiara Obermeier, deaktiviert,Chiara Obermeier, , , ,Obermeier,Chiara,chiara.obermeier@mail.xyz, 
christel.mclaughlin,User,Christel McLaughlin, Sekundar extern,Christel McLaughlin, , , ,McLaughlin,Christel,christel.mclaughlin@mail.xyz, 
christina.marten,User,Christina Marten, deaktiviert,Christina Marten, , , ,Marten,Christina,c.marten@mail.xyz, 
christoph.malone,User,Malone Christoph, Oberstufe extern,Malone Christoph, , , ,Malone,Christoph,christoph.malone@mail.xyz, 
christopher.martinez,User,Christopher Martinez, deaktiviert,Christopher Martinez, , , ,Martinez,Christopher,keineMailAddy, 
claas.may,User,Claas May, deaktiviert,Claas May, , , ,May,Claas,c.may@mail.xyz, 
claas.neitzel,User,Neitzel Claas, Handelsmatur,Neitzel Claas, , , ,Neitzel,Claas,c.neitzel@mail.xyz, 
claus.lindner,User,Claus Lindner, Sekundar extern,Claus Lindner, , , ,Lindner,Claus,c.lindner@mail.xyz, 
col.lor,User,Collin Lorenz, Oberstufe - Matur,Collin Lorenz, , , ,Lorenz,Collin,c.lorenz@mail.xyz, 
colin.owens,User,Owens Colin, Handelsmatur,Owens Colin, , , ,Owens,Colin,colin.owens@mail.xyz, 
con.kue,User,Conner Kueppers, Oberstufe - Matur,Conner Kueppers, , , ,Kueppers,Conner,c.kueppers@mail.xyz, 
cornelia.osborne,User,Osborne Cornelia, Handelsmatur,Osborne Cornelia, , , ,Osborne,Cornelia,cornelia.osborne@mail.xyz, 
daniel.nitsche,User,Nitsche Daniel, Handelsmatur,Nitsche Daniel, , , ,Nitsche,Daniel,d.nitsche@mail.xyz, 
daniela.malone,User,Daniela Malone, Sekundar extern,Daniela Malone, , , ,Malone,Daniela,d.malone@mail.xyz, 
daniela.marquardt,User,Daniela Marquardt, deaktiviert,Daniela Marquardt, , , ,Marquardt,Daniela,keineMailAddy, 
danny.osborne,User,Danny Osborne, Sekundar extern,Danny Osborne, , , ,Osborne,Danny,danny.osborne@mail.xyz, 
dar.ost,User,Dario Ostrowski, Oberstufe - Matur,Dario Ostrowski, , , ,Ostrowski,Dario,dario.ostrowski@mail.xyz, 
dario.lau,User,Dario Lau, deaktiviert,Dario Lau, , , ,Lau,Dario,dario.lau@mail.xyz, 
dav.men,User,David Mendez, Oberstufe - Matur,David Mendez, , , ,Mendez,David,david.mendez@mail.xyz, 
dav.moo,User,David Moos, Oberstufe - Matur,David Moos, , , ,Moos,David,david.moos@mail.xyz, 
den.opp,User,Dennis Oppermann, Oberstufe - Matur,Dennis Oppermann, , , ,Oppermann,Dennis,dennis.oppermann@mail.xyz, 
denis.oliver,User,Denis Oliver, deaktiviert,Denis Oliver, , , ,Oliver,Denis,denis.oliver@mail.xyz, 
diana.lane,User,Diana Lane, Sekundar extern,Diana Lane, , , ,Lane,Diana,diana.lane@mail.xyz, 
dilara.martens,User,Dilara Martens, deaktiviert,Dilara Martens, , , ,Martens,Dilara,d.martens@mail.xyz, 
dominic.metzner,User,Metzner Dominic, Oberstufe extern,Metzner Dominic, , , ,Metzner,Dominic,d.metzner@mail.xyz, 
dustin.langhammer,User,Langhammer Dustin, Oberstufe extern,Langhammer Dustin, , , ,Langhammer,Dustin,d.langhammer@mail.xyz, 
edi.mil,User,Edith Miller, Oberstufe - Matur,Edith Miller, , , ,Miller,Edith,e.miller@mail.xyz, 
eil.moo,User,Eileen Moody, Oberstufe - Matur,Eileen Moody, , , ,Moody,Eileen,eileen.moody@mail.xyz, 
elena.noll,User,Noll Elena, Handelsmatur,Noll Elena, , , ,Noll,Elena,keineMailAddy, 
elfriede.malinowski,User,Malinowski Elfriede, Handelsmatur,Malinowski Elfriede, , , ,Malinowski,Elfriede,e.malinowski@mail.xyz, 
elisabeth.mccormick,User,McCormick Elisabeth, Oberstufe extern,McCormick Elisabeth, , , ,McCormick,Elisabeth,elisabeth.mccormick@mail.xyz, 
elk.lan,User,Elke Langen, Oberstufe - Matur,Elke Langen, , , ,Langen,Elke,elke.langen@mail.xyz, 
emelie.oberle,User,Emelie Oberle, deaktiviert,Emelie Oberle, , , ,Oberle,Emelie,e.oberle@mail.xyz, 
emely.neef,User,Emely Neef, deaktiviert,Emely Neef, , , ,Neef,Emely,e.neef@mail.xyz, 
emma.kuhn,User,Emma Kuhn, Sekundar extern,Emma Kuhn, , , ,Kuhn,Emma,e.kuhn@mail.xyz, 
emma.obermeier,User,Emma Obermeier, Sekundar extern,Emma Obermeier, , , ,Obermeier,Emma,emma.obermeier@mail.xyz, 
emmely.munz,User,Emmely Munz, Sekundar extern,Emmely Munz, , , ,Munz,Emmely,e.munz@mail.xyz, 
enrico.langhans,User,Langhans Enrico, Oberstufe extern,Langhans Enrico, , , ,Langhans,Enrico,enrico.langhans@mail.xyz, 
eri.mar,User,Erika Martina, Oberstufe - Matur,Erika Martina, , , ,Martina,Erika,keineMailAddy, 
erika.mandel,User,Erika Mandel, deaktiviert,Erika Mandel, , , ,Mandel,Erika,erika.mandel@mail.xyz, 
erwin.link,User,Link Erwin, Oberstufe extern,Link Erwin, , , ,Link,Erwin,keineMailAddy, 
eva.neef,User,Neef Eva, Oberstufe extern,Neef Eva, , , ,Neef,Eva,keineMailAddy, 
fabio.michaelis,User,Michaelis Fabio, Oberstufe extern,Michaelis Fabio, , , ,Michaelis,Fabio,fabio.michaelis@mail.xyz, 
fabio.nolte,User,Fabio Nolte, Sekundar extern,Fabio Nolte, , , ,Nolte,Fabio,fabio.nolte@mail.xyz, 
felix.marx,User,Marx Felix, Oberstufe extern,Marx Felix, , , ,Marx,Felix,felix.marx@mail.xyz, 
fer.may,User,Ferdinand Mayer, Oberstufe - Matur,Ferdinand Mayer, , , ,Mayer,Ferdinand,f.mayer@mail.xyz, 
ferdinand.mills,User,Mills Ferdinand, Handelsmatur,Mills Ferdinand, , , ,Mills,Ferdinand,ferdinand.mills@mail.xyz, 
ferdinand.muller,User,Ferdinand Muller, Sekundar extern,Ferdinand Muller, , , ,Muller,Ferdinand,ferdinand.muller@mail.xyz, 
filip.kunert,User,Kunert Filip, Oberstufe extern,Kunert Filip, , , ,Kunert,Filip,f.kunert@mail.xyz, 
florian.michel,User,Florian Michel, Lehrer Gym,Florian Michel, , , ,Michel,Florian,keineMailAddy, 
franz.mills,User,Franz Mills, Sekundar extern,Franz Mills, , , ,Mills,Franz,franz.mills@mail.xyz, 
franz.motz,User,Franz Motz, Sekundar extern,Franz Motz, , , ,Motz,Franz,keineMailAddy, 
franziska.mueller,User,Mueller Franziska, Oberstufe extern,Mueller Franziska, , , ,Mueller,Franziska,f.mueller@mail.xyz, 
franziska.parsons,User,Parsons Franziska, Oberstufe extern,Parsons Franziska, , , ,Parsons,Franziska,f.parsons@mail.xyz, 
frederic.mang,User,Mang Frederic, Oberstufe extern,Mang Frederic, , , ,Mang,Frederic,f.mang@mail.xyz, 
fri.max,User,Friederike Maxwell, Oberstufe - Matur,Friederike Maxwell, , , ,Maxwell,Friederike,f.maxwell@mail.xyz, 
frida.love,User,Love Frida, Handelsmatur,Love Frida, , , ,Love,Frida,keineMailAddy, 
friederike.lloyd,User,Friederike Lloyd, Sekundar extern,Friederike Lloyd, , , ,Lloyd,Friederike,f.lloyd@mail.xyz, 
friederike.page,User,Friederike Page, deaktiviert,Friederike Page, , , ,Page,Friederike,friederike.page@mail.xyz, 
friedrich.meurer,User,Friedrich Meurer, Lehrer Gym,Friedrich Meurer, , , ,Meurer,Friedrich,keineMailAddy, 
fritz.muller,User,Fritz Muller, deaktiviert,Fritz Muller, , , ,Muller,Fritz,fritz.muller@mail.xyz, 
fynn.moll,User,Moll Fynn, Oberstufe extern,Moll Fynn, , , ,Moll,Fynn,fynn.moll@mail.xyz, 
georg.linke,User,Georg Linke, deaktiviert,Georg Linke, , , ,Linke,Georg,g.linke@mail.xyz, 
georg.pelz,User,Georg Pelz, deaktiviert,Georg Pelz, , , ,Pelz,Georg,keineMailAddy, 
ger.mue,User,Gerhardt Muenster, Oberstufe - Matur,Gerhardt Muenster, , , ,Muenster,Gerhardt,gerhardt.muenster@mail.xyz, 
gisela.lehmann,User,Gisela Lehmann, Sekundar extern,Gisela Lehmann, , , ,Lehmann,Gisela,keineMailAddy, 
giulia.patrick,User,Giulia Patrick, Sekundar extern,Giulia Patrick, , , ,Patrick,Giulia,keineMailAddy, 
greta.malek,User,Greta Malek, deaktiviert,Greta Malek, , , ,Malek,Greta,g.malek@mail.xyz, 
gue.mai,User,Guenther Mai, Oberstufe - Matur,Guenther Mai, , , ,Mai,Guenther,guenther.mai@mail.xyz, 
hanna.normann,User,Hanna Normann, Sekundar extern,Hanna Normann, , , ,Normann,Hanna,hanna.normann@mail.xyz, 
hans.loewe,User,Hans Loewe, Sekundar extern,Hans Loewe, , , ,Loewe,Hans,hans.loewe@mail.xyz, 
har.kur,User,Hartmut Kurz, Oberstufe - Matur,Hartmut Kurz, , , ,Kurz,Hartmut,h.kurz@mail.xyz, 
harald.lau,User,Lau Harald, Oberstufe extern,Lau Harald, , , ,Lau,Harald,harald.lau@mail.xyz, 
hei.pab,User,Heike Pabst, Oberstufe - Matur,Heike Pabst, , , ,Pabst,Heike,heike.pabst@mail.xyz, 
hel.muc,User,Helga Mucha, Oberstufe - Matur,Helga Mucha, , , ,Mucha,Helga,h.mucha@mail.xyz, 
hendrik.murray,User,Hendrik Murray, deaktiviert,Hendrik Murray, , , ,Murray,Hendrik,h.murray@mail.xyz, 
henri.nell,User,Nell Henri, Oberstufe extern,Nell Henri, , , ,Nell,Henri,keineMailAddy, 
henrik.morgenroth,User,Morgenroth Henrik, Oberstufe extern,Morgenroth Henrik, , , ,Morgenroth,Henrik,h.morgenroth@mail.xyz, 
henry.moore,User,Henry Moore, deaktiviert,Henry Moore, , , ,Moore,Henry,keineMailAddy, 
herbert.maxwell,User,Herbert Maxwell, deaktiviert,Herbert Maxwell, , , ,Maxwell,Herbert,herbert.maxwell@mail.xyz, 
herta.mundt,User,Mundt Herta, Handelsmatur,Mundt Herta, , , ,Mundt,Herta,h.mundt@mail.xyz, 
hor.lun,User,Horst Luna, Oberstufe - Matur,Horst Luna, , , ,Luna,Horst,h.luna@mail.xyz, 
ing.mue,User,Ingeborg Muehl, Oberstufe - Matur,Ingeborg Muehl, , , ,Muehl,Ingeborg,keineMailAddy, 
inga.owens,User,Inga Owens, Sekundar extern,Inga Owens, , , ,Owens,Inga,inga.owens@mail.xyz, 
ingeborg.oestreich,User,oestreich Ingeborg, Oberstufe extern,oestreich Ingeborg, , , ,oestreich,Ingeborg,i.Oestreich@mail.xyz, 
irmgard.kummer,User,Kummer Irmgard, Handelsmatur,Kummer Irmgard, , , ,Kummer,Irmgard,i.kummer@mail.xyz, 
irmgart.luna,User,Irmgart Luna, Sekundar extern,Irmgart Luna, , , ,Luna,Irmgart,i.luna@mail.xyz, 
isabella.langhans,User,Isabella Langhans, Sekundar extern,Isabella Langhans, , , ,Langhans,Isabella,i.langhans@mail.xyz, 
isabelle.meier,User,Isabelle Meier, Sekundar extern,Isabelle Meier, , , ,Meier,Isabelle,keineMailAddy, 
isabelle.naegele,User,Isabelle Naegele, deaktiviert,Isabelle Naegele, , , ,Naegele,Isabelle,isabelle.naegele@mail.xyz, 
jacob.leng,User,Leng Jacob, Handelsmatur,Leng Jacob, , , ,Leng,Jacob,jacob.leng@mail.xyz, 
jakob.loeffler,User,Loeffler Jakob, Oberstufe extern,Loeffler Jakob, , , ,Loeffler,Jakob,jakob.loeffler@mail.xyz, 
jamie.neef,User,Neef Jamie, Handelsmatur,Neef Jamie, , , ,Neef,Jamie,j.neef@mail.xyz, 
jan.may,User,Janine May, Oberstufe - Matur,Janine May, , , ,May,Janine,j.may@mail.xyz, 
janin.lammert,User,Lammert Janin, Oberstufe extern,Lammert Janin, , , ,Lammert,Janin,keineMailAddy, 
janina.pagel,User,Janina Pagel, deaktiviert,Janina Pagel, , , ,Pagel,Janina,janina.pagel@mail.xyz, 
janine.labyrinth,User,Janine Labyrinth, Sekundar extern,Janine Labyrinth, , , ,Labyrinth,Janine,keineMailAddy, 
jannes.lueke,User,Jannes Lueke, Sekundar extern,Jannes Lueke, , , ,Lueke,Jannes,keineMailAddy, 
jannes.meister,User,Jannes Meister, deaktiviert,Jannes Meister, , , ,Meister,Jannes,jannes.meister@mail.xyz, 
jannick.pasch,User,Jannick Pasch, deaktiviert,Jannick Pasch, , , ,Pasch,Jannick,keineMailAddy, 
jannis.meissner,User,Meissner Jannis, Oberstufe extern,Meissner Jannis, , , ,Meissner,Jannis,keineMailAddy, 
jea.muh,User,Jean Muhr, Oberstufe - Matur,Jean Muhr, , , ,Muhr,Jean,jean.muhr@mail.xyz, 
jean.laub,User,Jean Laub, Sekundar extern,Jean Laub, , , ,Laub,Jean,keineMailAddy, 
jean.nowak,User,Nowak Jean, Handelsmatur,Nowak Jean, , , ,Nowak,Jean,jean.nowak@mail.xyz, 
jennifer.pauls,User,Jennifer Pauls, Sekundar extern,Jennifer Pauls, , , ,Pauls,Jennifer,j.pauls@mail.xyz, 
jenny.lampe,User,Jenny Lampe, Sekundar extern,Jenny Lampe, , , ,Lampe,Jenny,j.lampe@mail.xyz, 
jenny.lindsey,User,Jenny Lindsey, Sekundar extern,Jenny Lindsey, , , ,Lindsey,Jenny,keineMailAddy, 
jeremie.morales,User,Jeremie Morales, deaktiviert,Jeremie Morales, , , ,Morales,Jeremie,jeremie.morales@mail.xyz, 
jeremie.nebel,User,Jeremie Nebel, deaktiviert,Jeremie Nebel, , , ,Nebel,Jeremie,jeremie.nebel@mail.xyz, 
jeremie.obermaier,User,Jeremie Obermaier, Sekundar extern,Jeremie Obermaier, , , ,Obermaier,Jeremie,jeremie.obermaier@mail.xyz, 
jeremy.land,User,Jeremy Land, Sekundar extern,Jeremy Land, , , ,Land,Jeremy,keineMailAddy, 
jessica.lehmkuhl,User,Lehmkuhl Jessica, Oberstufe extern,Lehmkuhl Jessica, , , ,Lehmkuhl,Jessica,j.lehmkuhl@mail.xyz, 
jil.larson,User,Larson Jil, Oberstufe extern,Larson Jil, , , ,Larson,Jil,keineMailAddy, 
jill.loeffler,User,Jill Loeffler, Sekundar extern,Jill Loeffler, , , ,Loeffler,Jill,keineMailAddy, 
joana.laskowski,User,Joana Laskowski, deaktiviert,Joana Laskowski, , , ,Laskowski,Joana,joana.laskowski@mail.xyz, 
joelle.launisch,User,Launisch Joelle, Handelsmatur,Launisch Joelle, , , ,Launisch,Joelle,j.launisch@mail.xyz, 
joerg.mcdaniel,User,McDaniel Joerg, Oberstufe extern,McDaniel Joerg, , , ,McDaniel,Joerg,joerg.mcdaniel@mail.xyz, 
joerg.mundt,User,Joerg Mundt, deaktiviert,Joerg Mundt, , , ,Mundt,Joerg,joerg.mundt@mail.xyz, 
johann.morgenroth,User,Morgenroth Johann, Oberstufe extern,Morgenroth Johann, , , ,Morgenroth,Johann,johann.morgenroth@mail.xyz, 
johann.patterson,User,Patterson Johann, Handelsmatur,Patterson Johann, , , ,Patterson,Johann,johann.patterson@mail.xyz, 
johannes.neuhaus,User,Neuhaus Johannes, Handelsmatur,Neuhaus Johannes, , , ,Neuhaus,Johannes,johannes.neuhaus@mail.xyz, 
jon.loh,User,Jonna Lohr, Oberstufe - Matur,Jonna Lohr, , , ,Lohr,Jonna,jonna.lohr@mail.xyz, 
jon.ott,User,Jonas Otterbach, Oberstufe - Matur,Jonas Otterbach, , , ,Otterbach,Jonas,j.otterbach@mail.xyz, 
jona.menke,User,Menke Jona, Oberstufe extern,Menke Jona, , , ,Menke,Jona,keineMailAddy, 
jonathan.otten,User,Jonathan Otten, Sekundar extern,Jonathan Otten, , , ,Otten,Jonathan,j.otten@mail.xyz, 
jonathan.pauly,User,Jonathan Pauly, deaktiviert,Jonathan Pauly, , , ,Pauly,Jonathan,j.pauly@mail.xyz, 
jonna.neal,User,Jonna Neal, deaktiviert,Jonna Neal, , , ,Neal,Jonna,jonna.neal@mail.xyz, 
jos.lin,User,Josefine Ling, Oberstufe - Matur,Josefine Ling, , , ,Ling,Josefine,j.ling@mail.xyz, 
joshua.lampert,User,Joshua Lampert, Sekundar extern,Joshua Lampert, , , ,Lampert,Joshua,j.lampert@mail.xyz, 
joshua.paul,User,Paul Joshua, Handelsmatur,Paul Joshua, , , ,Paul,Joshua,keineMailAddy, 
judith.kurz,User,Kurz Judith, Handelsmatur,Kurz Judith, , , ,Kurz,Judith,j.kurz@mail.xyz, 
judith.lynchen,User,Judith Lynchen, Sekundar extern,Judith Lynchen, , , ,Lynchen,Judith,j.lynchen@mail.xyz, 
juergen.nebel,User,Juergen Nebel, deaktiviert,Juergen Nebel, , , ,Nebel,Juergen,juergen.nebel@mail.xyz, 
juri.loehr,User,Loehr Juri, Oberstufe extern,Loehr Juri, , , ,Loehr,Juri,juri.loehr@mail.xyz, 
justin.peitz,User,Justin Peitz, Sekundar extern,Justin Peitz, , , ,Peitz,Justin,justin.peitz@mail.xyz, 
justus.ladwig,User,Ladwig Justus, Handelsmatur,Ladwig Justus, , , ,Ladwig,Justus,j.ladwig@mail.xyz, 
kaethe.maass,User,Kaethe Maass, Sekundar extern,Kaethe Maass, , , ,Maass,Kaethe,kaethe.maass@mail.xyz, 
kai.ochsen,User,Ochsen Kai, Oberstufe extern,Ochsen Kai, , , ,Ochsen,Kai,k.ochsen@mail.xyz, 
kar.mal,User,Karsten Malinowski, Oberstufe - Matur,Karsten Malinowski, , , ,Malinowski,Karsten,keineMailAddy, 
karlo.ludwig,User,Karlo Ludwig, Lehrer Sekundar,Karlo Ludwig, , , ,Ludwig,Karlo,k.ludwig@mail.xyz, 
karsten.nolte,User,Karsten Nolte, deaktiviert,Karsten Nolte, , , ,Nolte,Karsten,karsten.nolte@mail.xyz, 
kathrin.lutz,User,Lutz Kathrin, Oberstufe extern,Lutz Kathrin, , , ,Lutz,Kathrin,keineMailAddy, 
kathrin.pelz,User,Pelz Kathrin, Oberstufe extern,Pelz Kathrin, , , ,Pelz,Kathrin,keineMailAddy, 
katja.musiol,User,Musiol Katja, Handelsmatur,Musiol Katja, , , ,Musiol,Katja,katja.musiol@mail.xyz, 
katrin.pabst,User,Pabst Katrin, Handelsmatur,Pabst Katrin, , , ,Pabst,Katrin,k.pabst@mail.xyz, 
kay.obe,User,Kaya Oberlaender, Oberstufe - Matur,Kaya Oberlaender, , , ,Oberlaender,Kaya,k.oberlaender@mail.xyz, 
